,speaker,content,block,session,labels_h,labels
11893,Ashley, I am also copy-pasting this. Pasting?,0,2106,question,4
11894,Oleg, Such a disgrace.,0,2106,statement,0
11895,Oleg," In short, there’s no water. There is no water on Mars.",0,2106,question,4
11896,Will, Hm…mm…,0,2106,statement,0
11897,Vika," [SL] Now what, we are not going?",0,2106,statement,0
11898,Oleg, Turn around. …In this crater under the name…or under the title…,0,2106,question,4
11899,Vika, Only you are interested in that.,0,2106,question,4
11900,Oleg, [UI],0,2106,disruption,1
11901,Vika, Has someone else found something? Or is nobody looking and just waiting? …Yes.,0,2106,question,4
11902,Oleg," You know, how was it in TTB? “There’s no goal” – all rise.",0,2106,statement,0
11903,Oleg," When the geologist was upset, like…",0,2106,statement,0
11904,Vika," Oh, really? Are we all feeling like sleeping already?",0,2106,statement,0
11905,Oleg, Yes.,0,2106,statement,0
11906,Vika, Sorry.,0,2106,question,4
11907,Ashley, Hm.,0,2106,statement,0
11908,Will, Bla-la-la-la.,0,2106,statement,0
11909,Salah," So, we all agreed on points seven eleven and ten thirty?",0,2106,statement,0
11910,Will, We are still looking.,0,2106,backchannel,2
11911,Salah, Check thirty-five twenty-two.,0,2106,question,4
11912,Ashley, Thirty-five thirty-two?,0,2106,statement,0
11913,Salah, Twenty-two.,0,2106,question,4
11914,Ashley, Twenty-two.,0,2106,statement,0
11915,Will,100% water loss.,0,2106,statement,0
11916,Oleg, Forty-five twenty-two?,0,2106,statement,0
11917,Vika, You don’t need to look.,0,2106,question,4
11918,Oleg," What, not at all?",0,2106,statement,0
11919,Ashley," Weather is not so great there. Could reach a high population, but //a lot of safety zones.",0,2106,statement,0
11920,Vika, Can you repeat place? Which point?,0,2106,statement,0
11921,Ashley," He said, thirty-five twenty-two.",0,2106,statement,0
11922,Vika, Thirty-five twenty-two.,0,2106,disruption,1
11923,Ashley," Yes. Our meteorology costs are going to be quite high there due to all the yellow, orange and red zones we have.",0,2106,question,4
11924,Salah," It’s [UI], you think?",0,2106,statement,0
11925,Oleg, It’s not even shown for me.,0,2106,statement,0
11926,Vika, There’s very little water there.,0,2106,statement,0
11927,Ashley, Okay. We are scrapping. It won’t work.,0,2106,statement,0
11928,Oleg," Who came up with it? For me, it’s outside the boundaries of the territory.",0,2106,statement,0
11929,Ashley, //Salik.,0,2106,question,4
11930,Vika, //Outside the boundaries?,0,2106,question,4
11931,Oleg," Well, forty-five I can’t even see.",0,2106,question,4
11932,Will, Mhm-hm.,0,2106,statement,0
11933,Ashley, No. It should be thirty-five.,0,2106,question,4
11934,Will, Let’s try nineteen twenty-nine.,0,2106,statement,0
11935,Ashley, Nineteen…,0,2106,statement,0
11936,Will, Nineteen twenty-nine.,0,2106,statement,0
11937,Ashley, Twenty-nine.,0,2106,statement,0
11938,Ashley," Well, it’s not too bad.",0,2106,question,4
11939,Oleg," We’ve already been there. Oh, everything is murky again…",0,2106,statement,0
11940,Vika, High contamination.,0,2106,statement,0
11941,Oleg, Murky particles.,0,2106,backchannel,2
11942,Salah, Very good for me.,0,2106,statement,0
11943,Ashley," Yeah. It’s not bad, really.",0,2106,statement,0
11944,Salah, Go ahead.,0,2106,question,4
11945,Oleg, I can’t even filter it.,0,2106,question,4
11946,Will," //What do you mean, you can’t?",0,2106,question,4
11947,Ashley, //Too much water there?,0,2106,question,4
11948,Will, There’s a lot of water there. But it’s less than seven eleven.,0,2106,statement,0
11949,Will," But it’s, like, just a bit. …what do you mean, you can’t even filter this water?",0,2106,statement,0
11950,Oleg, Because it is very muddy and polluted water with small particles ... mineral.,0,2106,question,4
11951,Will, Mhm.,0,2106,statement,0
11952,Oleg,"That is, if you filter it, it will take me more than 60%.",0,2106,statement,0
11953,Will, Mhm.,0,2106,statement,0
11954,Ashley, What about right under it – at nineteen twenty-eight?,0,2106,question,4
11955,Will, Nineteen twenty-eight? Let’s take a look.,0,2106,statement,0
11956,Oleg,"That is, if there are some large inclusions, then there is a loss of 10-30%. And when they are like this there, then it’s 60% loss.",0,2106,statement,0
11957,Will, Mhm.,0,2106,question,4
11958,Ashley, That has a //higher accessibility rate.,0,2106,statement,0
11959,Oleg, //[UI],0,2106,disruption,1
11960,Vika, No.,0,2106,question,4
11961,Will, No.,0,2106,question,4
11962,Ashley, Really?,0,2106,statement,0
11963,Will, No.,0,2106,question,4
11964,Vika, Yes.,0,2106,statement,0
11965,Will, There is no water.,0,2106,floor-grabber,3
11966,Vika, //A lot of contamination.,0,2106,statement,0
11967,Ashley, //[UI] it’s so interesting.,0,2106,statement,0
11968,Vika, Hm?,0,2106,question,4
11969,Ashley," It’s so interesting. It’s only one…one number off, and it makes such a difference.",0,2106,statement,0
11970,Will, I don’t think that’s how it works.,0,2106,statement,0
11971,Ashley," It’s not real, I know. But I’m just saying, like…",0,2106,statement,0
11972,Ashley," Oh, my goodness!",0,2106,statement,0
11973,Oleg, O!,0,2106,statement,0
11974,Vika, Hmm…,0,2106,statement,0
11975,Oleg," I was thinking where is that meteorologist. Here he is. There, take that!  [UI] too, right?",0,2106,question,4
11976,Vika, Damn! …Mechanical engineer.,0,2106,question,4
11977,Will, Materials specialist.,0,2106,statement,0
11978,Vika, Materials specialist.,0,2106,statement,0
11979,Salah," And you? Hydrologist, right?",0,2106,statement,0
11980,Vika, Hm?,0,2106,statement,0
11981,Ashley, Yep. Hydrogeologist.,0,2106,statement,0
11982,Salah, Hydrogeologist.,0,2106,question,4
11983,Ashley," They’re really not responsive today, huh?",0,2106,statement,0
11984,Salah, Yeah.,0,2106,statement,0
11985,Will, Okay. They are logging in from different locations. Interesting.,0,2106,question,4
11986,Ashley, Yeah. Last time they mentioned that.,0,2106,question,4
11987,Salah, Did they mention this?,0,2106,disruption,1
11988,Ashley, To him they mentioned it. Who is actually responding to you?,0,2106,statement,0
11989,Will, Structural geologist.,0,2106,statement,0
11990,Salah, They respond only [UI],0,2106,statement,0
11991,Vika, I don’t know why I can’t create a new point.,0,2106,statement,0
11992,Salah," So, nineteen twenty-nine was okay?",0,2106,question,4
11993,Ashley, It’s not bad. Yeah.,0,2106,statement,0
11994,Salah, For me it’s okay.,0,2106,floor-grabber,3
11995,Ashley," So, we have three options.",0,2106,statement,0
11996,Salah, This is the best one.,0,2106,question,4
11997,Will,"Yeah. Nineteen twenty-nine. Well, this ... this means that we are losing 60%. This means that we will have at the end ... This is not clear. If we lose it from the very beginning... I don’t know. It seems... it seems to work fine. Forty thousand or something...",0,2106,statement,0
11998,Salah, What’s the loss of water?,0,2106,backchannel,2
11999,Will,66%. But there is like three hundred thousand there.,0,2106,statement,0
12000,Salah,"Yeah, but the depth for me is okay. So, it’s 1.20.",0,2106,floor-grabber,3
12001,Will, Okay.,0,2106,statement,0
12002,Salah, [SL] seven twenty.,0,2106,statement,0
12003,Will," Well, I mean... Simply put, I want to know if it’s completely... not at all?",0,2106,statement,0
12004,Oleg, No. The losses will be at the maximum.,0,2106,statement,0
12005,Will, Maximum.,0,2106,statement,0
12006,Oleg,60%,0,2106,statement,0
12007,Will," Yes, yes, yes.",0,2106,statement,0
12008,Oleg," So, that means",0,2106,statement,0
12009,Will, Okay.,0,2106,statement,0
12010,Oleg," the filtering system allows for filtering, but in this case it is too contaminated with small ones.",0,2106,statement,0
12011,Will," Well, because there’s a lot of water there. So if it was another point where there is less water, I would say, like…",0,2106,statement,0
12012,Vika, Less water.,0,2106,statement,0
12013,Will, Hm?,0,2106,statement,0
12014,Vika, You’d say: “Less water”,0,2106,statement,0
12015,Oleg, No.,0,2106,statement,0
12016,Will, No. //Then I would say that there is no reason to waste time on this. And if there is so much water...,0,2106,statement,0
12017,Vika, //Or you would say that there is no water.,0,2106,question,4
12018,Oleg," Well, okay.",0,2106,statement,0
12019,Will, But it’s in the third place already. This is already far from the other ones that we have.,0,2106,statement,0
12020,Oleg," But if you look at the remaining forty percent, will that allow you to provide the population with water?",0,2106,statement,0
12021,Will,"Well, yes. It looks like it will work with some water. There are so many... there are three thousand... There we lose... two-thirds. So there is a hundred thousand left. And 60%... forty thousand is somehow, somewhere in a normal place. I mean, it’s not much, but it’s... It’s the same if we have another one, where we have a different level of loss or something.",0,2106,statement,0
12022,Will," [SL] Okay. …Operations is still [UI]. Okay, cool. They are currently saying…I said…They said that both…",0,2106,question,4
12023,Oleg, So then? Shall we pick this one?,0,2106,statement,0
12024,Will," They said seven eleven and ten thirty weren’t the best places to build anything, but I told them that, like, “I understand, but seven eleven and ten thirty are our",0,2106,question,4
12025,Will," first ones. So if we can’t find anything better, then we have to choose one of them.”",0,2106,statement,0
12026,Ashley, Is it from those that we suggested?,0,2106,statement,0
12027,Will, Yes. Yeah.,0,2106,statement,0
12028,Salah," Operations specialist said, “Seven eleven is pretty bad for me and some people on my side.”",0,2106,disruption,1
12029,Vika, Seven eleven?,0,2106,statement,0
12030,Salah, Yeah. It’s bad for them.,0,2106,statement,0
12031,Ashley," Well, fine.",0,2106,statement,0
12032,Vika, And ten thirty?,0,2106,statement,0
12033,Salah, Still waiting for their reply.,0,2106,statement,0
12034,Vika, Hm.,0,2106,statement,0
12035,Salah, [UI],0,2106,disruption,1
12036,Oleg, They are now considering ten thirty.,0,2106,statement,0
12037,Will, Hold on.,0,2106,statement,0
12038,Oleg, Seven eleven – no water.,0,2106,statement,0
12039,Vika, What do they mean no water?,0,2106,statement,0
12040,Oleg, Huh?,0,2106,floor-grabber,3
12041,Vika, Why no water?,0,2106,statement,0
12042,Oleg," Well, the mechanical says that for some reason.",0,2106,question,4
12043,Salah," So, the scenario of the [UI] everything is just to look for a point? There is no scenario for constructing the well?",0,2106,statement,0
12044,Ashley, Seems like it. I don’t know. We can ask Reynold.,0,2106,disruption,1
12045,Salah, [UI] for every task.,0,2106,statement,0
12046,Ashley, Yes. I don’t know. Maybe it would be useful to ask them to give us some feedback.,0,2106,question,4
12047,Vika, There’s a lot of water there.,0,2106,statement,0
12048,Will, Where?,0,2106,floor-grabber,3
12049,Vika, Seven eleven.,0,2106,statement,0
12050,Will, Seven eleven?,0,2106,statement,0
12051,Vika, Yes.,0,2106,statement,0
12052,Will," Oh, yes, yes.",0,2106,statement,0
12053,Will, And which one did Oleg say just now?,0,2106,question,4
12054,Oleg, They are looking at ten thirty now.,0,2106,statement,0
12055,Will," Oh, okay. It’s not like you found a new one.",0,2106,statement,0
12056,Salah, Ten?,0,2106,statement,0
12057,Oleg, Ten thirty.,0,2106,question,4
12058,Ashley," Yeah, the one that we…",0,2106,question,4
12059,Salah," Ah, okay. Ten thirty.",0,2106,question,4
12060,Ashley, Mhm. Is there any water at thirteen thirty-eight?,0,2106,statement,0
12061,Will, Two seconds.,0,2106,question,4
12062,Ashley, Good accessibility and high population count.,0,2106,statement,0
12063,Vika," Oleg, please look at thirty-three eighteen.",0,2106,question,4
12064,Vika, Will you be able to filter it?,0,2106,question,4
12065,Will," Alright. What was that one, Ash?",0,2106,statement,0
12066,Ashley, Thirteen thirty-eight.,0,2106,question,4
12067,Oleg," Yes, it’s great.",0,2106,statement,0
12068,Vika, Guys.,0,2106,statement,0
12069,Will, There is a little bit of water there. Not a lot. Let me take a look.,0,2106,statement,0
12070,Vika, Thirteen thirty-eight. Can you take a look at thirty-three eighteen?,0,2106,question,4
12071,Ashley, Yes. Once I get these off.,0,2106,question,4
12072,Vika, Mhm.,0,2106,question,4
12073,Will, It’s not too bad. It’s not a lot but.,0,2106,statement,0
12074,Vika, Which one?,0,2106,statement,0
12075,Ashley, The one that I said? //Thirteen thirty-eight?,0,2106,statement,0
12076,Will, //Thirteen thirty-eight. But it’s not going to be for the…And our structural geologist will want more water than that.,0,2106,statement,0
12077,Ashley, Mhm.,0,2106,statement,0
12078,Ashley," Vika, what did you say? Oh, fuck! [UI]. Hang on. …Okay. Which one did you say? Sorry.",0,2106,question,4
12079,Vika, Thirty-three eighteen.,0,2106,statement,0
12080,Ashley, No!,0,2106,statement,0
12081,Oleg, What does it mean “No!”?,0,2106,statement,0
12082,Ashley, Very…,0,2106,statement,0
12083,Will, Forty-seven.,0,2106,question,4
12084,Ashley, A lot…,0,2106,statement,0
12085,Salah," Forty-five forty-seven, they are saying.",0,2106,question,4
12086,Will, Okay. Let me take a look.,0,2106,question,4
12087,Ashley, Forty-five forty-seven.,0,2106,statement,0
12088,Salah, Yeah. But I didn’t find it. Where is it?,0,2106,statement,0
12089,Ashley, Forty-five forty-seven…,0,2106,question,4
12090,Salah, Is there forty-five?,0,2106,statement,0
12091,Ashley," Yeah, where the heck is it?",0,2106,statement,0
12092,Salah, Where is it?,0,2106,statement,0
12093,Salah, I don’t have.,0,2106,statement,0
12094,Will, You can. Just hit the “plus” button.,0,2106,statement,0
12095,Ashley, Yeah. There is no forty-five on the grid.,0,2106,floor-grabber,3
12096,Salah, Yeah.,0,2106,statement,0
12097,Will, What? //I was able to pull it up.,0,2106,statement,0
12098,Oleg, //[UI],0,2106,disruption,1
12099,Ashley, Where is it on your map?,0,2106,statement,0
12100,Will, //I think it’s on the very top.,0,2106,statement,0
12101,Salah, //they said to look at forty-five…,0,2106,statement,0
12102,Ashley, Forty-five forty-seven? My grid only goes up to forty.,0,2106,disruption,1
12103,Salah, //Me too. Same thing.,0,2106,disruption,1
12104,Oleg, //Where is it?,0,2106,statement,0
12105,Will, I know what’s happening. They have…You’d have to close //the grid cells thing.,0,2106,question,4
12106,Oleg, //Do you see this?,0,2106,statement,0
12107,Ashley," //Oh. The chat…Oh, I see. You should close…",0,2106,question,4
12108,Will, But you can also just type in,0,2106,statement,0
12109,Will, where is says “Grid Cells” you can just hit “plus”,0,2106,question,4
12110,Salah, Yeah. Yeah.,0,2106,statement,0
12111,Ashley," Yeah, but then I can’t see the information without the map open.",0,2106,statement,0
12112,Will, On the right-hand side you don’t see it?,0,2106,statement,0
12113,Ashley," I mean, I don’t see…Oh, okay. I see what you’re saying. Yeah. Oh…",0,2106,statement,0
12114,Salah, It’s okay.,0,2106,statement,0
12115,Ashley," You know, this whole time we didn’t actually see this part of the map.",0,2106,question,4
12116,Will, Yeah.,0,2106,floor-grabber,3
12117,Ashley," Literarily, all of the sessions that we’ve done we have not seen that part of the map.",0,2106,disruption,1
12118,Salah, Mhm.,0,2106,statement,0
12119,Ashley," But I’m going to ex-nay that because there are literarily ten yellow zones, seven orange zones, six red zones.",0,2106,statement,0
12120,Ashley," That means that the weather there is absolutely horrible. So, our meteorology cost would be extremely high.",0,2106,statement,0
12121,Will, What was it? Forty-five forty-seven?,0,2106,statement,0
12122,Salah, Forty-five forty-seven.,0,2106,question,4
12123,Ashley," So, you can relay that to them.",0,2106,statement,0
12124,Salah, Forty-five forty-seven.,0,2106,statement,0
12125,Ashley, Can’t do.,0,2106,statement,0
12126,Vika, No!,0,2106,question,4
12127,Ashley," Yeah, really.",0,2106,statement,0
12128,Vika, No!,0,2106,question,4
12129,Ashley," Like, it’s absolutely…it has…",0,2106,disruption,1
12130,Salah, It’s not good?,0,2106,question,4
12131,Ashley," That’s what I’m saying. There is like ten yellow, seven orange, six red zones. Meteorology cost would be //extremely extremely high.",0,2106,question,4
12132,Oleg, //Very dirty.,0,2106,statement,0
12133,Vika, Forty-five forty-seven?,0,2106,question,4
12134,Oleg," Yes, forty-five forty-seven. //There are too many rocks there.",0,2106,statement,0
12135,Ashley, //I…I don’t like it there either. Why are they all responding to you and no one to me?,0,2106,statement,0
12136,Oleg," Because you send spam to everyone, and they are thinking: “We don’t want to deal with her!”",0,2106,question,4
12137,Ashley, Even my own team is not responding.,0,2106,question,4
12138,Vika, Nobody wants to talk to you.,0,2106,statement,0
12139,Oleg, They say: “Ash is so boring”. A pain in the neck.,0,2106,statement,0
12140,Ashley," As always, I will say to you – you’ll be missing me after eight months.",0,2106,question,4
12141,Oleg," So then, to Los Angeles [UI]?",0,2106,question,4
12142,Vika, No!,0,2106,statement,0
12143,Ashley," “Why is it so quiet here? Oh, Ashley isn’t here…”",0,2106,statement,0
12144,Oleg, Yes. “Why am I calmly making videos?”,0,2106,disruption,1
12145,Ashley, Because…,0,2106,statement,0
12146,Oleg, And nobody is trying to get into the frame…,0,2106,statement,0
12147,Oleg, Are you trying to get on everyone’s nerves?,0,2106,statement,0
12148,Ashley, What?,0,2106,statement,0
12149,Oleg, Writing to everyone…,0,2106,statement,0
12150,Salah, Forty-two seventeen.,0,2106,statement,0
12151,Ashley, Only my team.,0,2106,statement,0
12152,Oleg, Hm.,0,2106,statement,0
12153,Will, Forty-two seventeen?,0,2106,statement,0
12154,Salah, Yes.,0,2106,question,4
12155,Will, Forty-two seventeen. Great. And there is some water there but it’s so low that…,0,2106,question,4
12156,Will, Forty-two seventeen.,0,2106,question,4
12157,Oleg, Our meteorologists are writing. The meteo specialist is writing. [SL] She is getting on my nerves.,0,2106,statement,0
12158,Ashley, He is a materials specialist.,0,2106,question,4
12159,Oleg, No. Meteorologist.,0,2106,statement,0
12160,Ashley," Oh, meteorologist.",0,2106,statement,0
12161,Oleg, Martian. Martian Meteorology specialist.,0,2106,statement,0
12162,Ashley," Oh, yeah.",0,2106,disruption,1
12163,Vika, [UI] Forty-two seventeen.,0,2106,question,4
12164,Salah, Hm.,0,2106,statement,0
12165,Oleg, Forty-two seven…Forty-two what?,0,2106,statement,0
12166,Vika, Seventeen. Why can’t I see it?,0,2106,question,4
12167,Oleg, Because it’s to the right. Close the chat and you will see it.,0,2106,question,4
12168,Vika," Okay, got it.",0,2106,floor-grabber,3
12169,Salah, We found a new location…to explore.,0,2106,statement,0
12170,Ashley," It would also be expensive there, because the weather there is bad.",0,2106,question,4
12171,Oleg," Oh, no. Well, it’s just there…",0,2106,statement,0
12172,Vika, Very dirty water.,0,2106,statement,0
12173,Oleg, Very.,0,2106,statement,0
12174,Ashley," Yes. Okay, no then.",0,2106,statement,0
12175,Oleg, [SL] Breathe evenly.,0,2106,statement,0
12176,Ashley," Ah, okay. Oh, fuck! Damn it! //Oh, Shit! Damn it!",0,2106,question,4
12177,Salah, //[UI],0,2106,disruption,1
12178,Ashley, Ah!,0,2106,question,4
12179,Vika, What happened?,0,2106,statement,0
12180,Salah, She closed.,0,2106,statement,0
12181,Vika," Oh, my goodness! Again?",0,2106,statement,0
12182,Ashley, Oh!,0,2106,question,4
12183,Oleg, You will break your eye now.,0,2106,statement,0
12184,Ashley," Sorry, Project RED. You get two parts to the thing now.",0,2106,statement,0
12185,Salah, Pretty bad for me [UI],0,2106,statement,0
12186,Oleg, If we had Google now. We’d say: “Where is there water on Mars?”,0,2106,statement,0
12187,Vika," Yes, it’s very slow, so very slow.",0,2106,backchannel,2
12188,Oleg, Well? Any other points to look at?,0,2106,question,4
12189,Oleg," I have water that can be purified in every point. However, is it a puddle or the sea? A sea or an ocean? It’s not clear. …What’s the matter?",0,2106,statement,0
12190,Ashley, I’ll keep it here. Okay…,0,2106,statement,0
12191,Oleg," So, do we have any clue what coordinate it is that they want? …This project is probably //designed…",0,2106,statement,0
12192,Salah, Hm?,0,2106,question,4
12193,Ashley, My team is…,0,2106,question,4
12194,Ashley," Usually they talk to me a lot, but today…",0,2106,statement,0
12195,Oleg, They can’t recover after Christmas.,0,2106,statement,0
12196,Ashley," Yes, they are... But I wouldn’t want to do it this week either.",0,2106,statement,0
12197,Will, Beep-boop. …[SL] Do you still have the points?,0,2106,statement,0
12198,Vika, Hm?,0,2106,statement,0
12199,Will, Okay. Cool.,0,2106,statement,0
12200,Ashley, Alright. Let’s see what else there is.,0,2106,statement,0
12201,Vika, What? What do you say?,0,2106,statement,0
12202,Will," Okay, okay, okay. “[UI]”",0,2106,statement,0
12203,Oleg," According to the ideology, how many thousands of people should survive?",0,2106,statement,0
12204,Salah, They are saying: “All the good spots seem to be in the upper right corner of the grid”,0,2106,statement,0
12205,Ashley, Not for me.,0,2106,statement,0
12206,Salah, Hm.,0,2106,disruption,1
12207,Vika, Oh.,0,2106,statement,0
12208,Oleg, There’s fifty…,0,2106,statement,0
12209,Oleg, Fifty-one. It’s just great.,0,2106,statement,0
12210,Vika, Did you write to drilling?,0,2106,question,4
12211,Will, I will.,0,2106,statement,0
12212,Oleg, What?,0,2106,question,4
12213,Salah, Fifty?,0,2106,statement,0
12214,Oleg," Yes, fifty zero one.",0,2106,question,4
12215,Ashley," So, water yield for Project RED should be anywhere from ten thousand to fifty thousand a day. Okay.",0,2106,backchannel,2
12216,Vika," One more time, please. Fifty…",0,2106,disruption,1
12217,Oleg, Fifty zero one.,0,2106,backchannel,2
12218,Ashley, Usability…,0,2106,statement,0
12219,Vika, Oh.,0,2106,statement,0
12220,Ashley, Accessibility ranges from zero to ten thousand.,0,2106,statement,0
12221,Oleg," Here, on the plain, it is generally rocky.",0,2106,question,4
12222,Ashley," My team, apparently, says that all three of initial options that we gave were shut down for various reasons. Do we have any other suggestions?",0,2106,statement,0
12223,Oleg," Will, for you, the extreme one, which one is good? Let’s accept it, and that’s it.",0,2106,question,4
12224,Will, Let’s…,0,2106,question,4
12225,Vika, Ten thirty and seven eleven.,0,2106,statement,0
12226,Ashley," No, my…",0,2106,backchannel,2
12227,Will," Ten thirty //and seven eleven. I have how much…So, what do we have here?",0,2106,statement,0
12228,Ashley," //My team…my team responded to say that seven eleven, ten thirty and nineteen twenty-nine",0,2106,floor-grabber,3
12229,Ashley," are not good for them. For many reasons. They are asking us, //are there any other suggestions.",0,2106,statement,0
12230,Will, //Nineteen twenty-nine?,0,2106,statement,0
12231,Oleg, Nineteen twenty-nine?,0,2106,statement,0
12232,Ashley," They told me no to that one, too.",0,2106,statement,0
12233,Will, Nineteen twenty-nine?,0,2106,question,4
12234,Ashley," Yeah, they said, all three of them have been shot down for various reasons.",0,2106,question,4
12235,Will, Okay. How about…,0,2106,disruption,1
12236,Ashley, What did you think //again about…,0,2106,statement,0
12237,Will, //thirty-nine forty-one.,0,2106,statement,0
12238,Ashley, Thirty-nine forty-one? Let’s see.,0,2106,statement,0
12239,Salah, Thirty-nine…,0,2106,question,4
12240,Oleg, What do you have?,0,2106,statement,0
12241,Ashley, No.,0,2106,statement,0
12242,Will, No?,0,2106,statement,0
12243,Ashley," It would be really high in meteorology costs. It’s a lot of yellow, orange and red zones.",0,2106,question,4
12244,Oleg, Thirty-nine forty-one?,0,2106,statement,0
12245,Ashley," Yes, but//it won’t work at all.",0,2106,question,4
12246,Vika," //What other option did we have, guys?",0,2106,disruption,1
12247,Ashley," Earlier, we talked a bit about thirty-three eighteen.",0,2106,statement,0
12248,Salah, Hm.,0,2106,statement,0
12249,Will, What about fourteen six?,0,2106,statement,0
12250,Ashley, Fourteen six?,0,2106,statement,0
12251,Will, Yeah.,0,2106,disruption,1
12252,Ashley, Fourteen six.,0,2106,disruption,1
12253,Salah, Doesn’t work for me.,0,2106,question,4
12254,Ashley, It’s not bad for me.,0,2106,statement,0
12255,Salah, It’s bad.,0,2106,statement,0
12256,Vika, Thirty-three eighteen?,0,2106,statement,0
12257,Salah, Fourteen six.,0,2106,statement,0
12258,Will, Fourteen six.,0,2106,statement,0
12259,Salah, Check twenty-three twenty-three.,0,2106,question,4
12260,Will, Okay.,0,2106,statement,0
12261,Ashley, Twenty-three twenty-three. …It’s not bad.,0,2106,disruption,1
12262,Will, No water.,0,2106,question,4
12263,Ashley, Oh. …What did you guys say about thirteen thirty-eight?,0,2106,statement,0
12264,Will, Let me see here.,0,2106,floor-grabber,3
12265,Ashley, It’s the one we talked about previously.,0,2106,statement,0
12266,Will, Thirteen thirty-eight. Thirteen thirty-eight. It’s not a lot of water but it works.,0,2106,question,4
12267,Ashley, What did you all think //about thirteen thirty-eight?,0,2106,question,4
12268,Vika, //Which point?,0,2106,statement,0
12269,Ashley," We already talked about it, but…",0,2106,statement,0
12270,Oleg, No. No. Thirteen thirty-eight… Thirteen thirty-eight?,0,2106,statement,0
12271,Ashley, Mhm. What about you?,0,2106,backchannel,2
12272,Salah, Which one?,0,2106,statement,0
12273,Vika, It’s okay.,0,2106,statement,0
12274,Ashley," Thirteen thirty-eight. It’s, like, one that I can work with. It’s not the best for me, but…",0,2106,statement,0
12275,Oleg, It’ll do.,0,2106,floor-grabber,3
12276,Ashley, It’ll do?,0,2106,question,4
12277,Vika," Yeah, it’s okay.",0,2106,statement,0
12278,Ashley, And Will said there is some water there. What do you think?,0,2106,statement,0
12279,Ashley," Cause they are asking for other suggestions. So, I thought, maybe we can suggest that.",0,2106,statement,0
12280,Salah, [UI]. Okay.,0,2106,question,4
12281,Ashley, You can just type in. Yeah.,0,2106,statement,0
12282,Will," Thirteen thirty-eight. We already went over it, right?",0,2106,statement,0
12283,Ashley," So, what do you think? Should I suggest that one?",0,2106,question,4
12284,Will, Which one?,0,2106,statement,0
12285,Ashley, Thirteen thirty-eight. Should I suggest that to them?,0,2106,statement,0
12286,Will," I mean, I’ve suggested it to my people.",0,2106,question,4
12287,Ashley," Oh, okay.",0,2106,statement,0
12288,Will," So, I mean, I’ve given them some options.",0,2106,statement,0
12289,Oleg," Well, what?",0,2106,statement,0
12290,Ashley, I suggest that they also look at,0,2106,question,4
12291,Ashley, thirteen thirty-eight. Oops.,0,2106,statement,0
12292,Salah, Twenty-four thirty-five.,0,2106,statement,0
12293,Will, Twenty-four thirty-five – no water.,0,2106,question,4
12294,Salah," Okay. They gave me three points. It’s okay with them. Forty-five forty-seven, forty-five forty-five, forty-five forty-one.",0,2106,statement,0
12295,Will, Which ones?,0,2106,question,4
12296,Salah, Forty-five forty-seven. This one we checked. We already said…,0,2106,statement,0
12297,Ashley," We said, no.",0,2106,question,4
12298,Will, //Forty-five…it’s okay…,0,2106,statement,0
12299,Salah, //Forty-five forty-five,0,2106,statement,0
12300,Will, Forty-five forty-five. I haven’t checked that one.,0,2106,statement,0
12301,Ashley," My team got back to me with a couple, too.",0,2106,statement,0
12302,Will, Forty-five forty-five.,0,2106,question,4
12303,Ashley, No!,0,2106,statement,0
12304,Vika, No!,0,2106,statement,0
12305,Ashley:,  Forty-five forty-five – no!,0,2106,question,4
12306,Vika, no.,0,2106,statement,0
12307,Will, There is no water.,0,2106,question,4
12308,Salah, Okay. Forty-five forty-one.,0,2106,disruption,1
12309,Will, okay…Forty-five…let me check.,0,2106,statement,0
12310,Vika, It’s better.,0,2106,statement,0
12311,Will, Forty-five forty-one.,0,2106,statement,0
12312,Ashley," Also, no. Would not be great. It’s like…",0,2106,statement,0
12313,Vika, Okay. And the last point?,0,2106,statement,0
12314,Will, There is a decent amount of water there. Hold on.,0,2106,question,4
12315,Ashley," I mean, if there is a lot of water then I’ll just //up the costs for the meteorology, but…",0,2106,statement,0
12316,Will, //Let me…let me…let me…//Let me tun some calculations.,0,2106,statement,0
12317,Vika," //Salah, and the last point is?",0,2106,statement,0
12318,Salah, Which one you researched?,0,2106,statement,0
12319,Vika," Forty-five forty-five, forty-five forty-one.",0,2106,statement,0
12320,Salah, The first one we already checked before – forty-five forty-seven.,0,2106,question,4
12321,Vika, The last one.,0,2106,floor-grabber,3
12322,Salah, Yeah. Forty-five forty-seven.,0,2106,statement,0
12323,Vika, Forty-seven.,0,2106,floor-grabber,3
12324,Salah, We’ve checked before.,0,2106,statement,0
12325,Ashley, My team is also giving me two,0,2106,statement,0
12326,Ashley, positions. They give twenty-nine…twenty-four…Twenty-four thirty-five.,0,2106,question,4
12327,Oleg, //Twenty-four thirty-five.,0,2106,statement,0
12328,Will, //Twenty-four…,0,2106,statement,0
12329,Salah," [UI] is saying, twenty-four thirty-five. //drilling specialist.",0,2106,statement,0
12330,Ashley, //Yeah. That’s what I said. It’s not bad for me.,0,2106,statement,0
12331,Will, Twenty-four thirty-five – there is no water.,0,2106,question,4
12332,Ashley, Oh.,0,2106,question,4
12333,Will, What was the other one?,0,2106,backchannel,2
12334,Ashley, The other one is twenty-five thirty-six.,0,2106,statement,0
12335,Oleg, Oh.,0,2106,statement,0
