,speaker,content,session,BC_Trans_Preds
15116,Vika," Okay, okay. We were communicating just fine. Oops.",2113,statement
15117,Salah," They said, thirty-one thirty is okay for them.",2113,statement
15118,Will, Yeah.,2113,backchannel
15119,Ashley, Yeah.,2113,backchannel
15120,Will," That’s what I’m saying. So, I told them: “Our preference is thirty-seven thirteen right now because it just has so much more water, but we are open to other candidates including thirty-one thirty.”",2113,statement
15121,Salah, They wrote about thirty-seven thirteen - “isn’t great.”,2113,statement
15122,Will," Right. //And I said…I said that it has a lot of water, so.",2113,statement
15123,Ashley, //Did they say why and how many people?,2113,question
15124,Vika, Sixteen seventeen?,2113,question
15125,Will, From them?,2113,question
15126,Vika, No.,2113,statement
15127,Oleg, No water.,2113,statement
15128,Will, You are right.,2113,statement
15129,Oleg, Why are you looking at this point? The water is so dirty there.,2113,statement
15130,Vika, Not dirtier than in other spots.,2113,statement
15131,Oleg," Well, thirty-seven thirteen – it’s not bad.",2113,statement
15132,Oleg, I just don’t understand why they are not tied to the landscape? [SL] for the aquifer.,2113,statement
15133,Will, It’s so strange to see your veins after so many years.,2113,statement
15134,Vika, What do you mean?,2113,question
15135,Ashley," Were you that fat that you didn’t, see? //I’m just kidding.",2113,statement
15136,Will," //No, I did not see. You’re right. But it was there.",2113,statement
15137,Ashley, Was it really because of the chubbiness?,2113,question
15138,Will," Yeah, absolutely! Now I can see my veins.",2113,statement
15139,Vika," Oh! Oh, really?",2113,question
15140,Will," Now I’m, like, back to looking like I was when I was younger.",2113,statement
15141,Ashley, Ew…,2113,statement
15142,Will, It’s like…,2113,disruption
15143,Vika, Darn!,2113,statement
15144,Ashley, Darn!,2113,statement
15145,Will, Darn!,2113,statement
15146,Oleg," Now you’ll show it to a mosquito, and it will suck everything out of you.",2113,statement
15147,Vika, Darn!,2113,statement
15148,Salah:,"  Mechanical engineer, he said that thirty-one thirty is the best point for them.",2113,statement
15149,Will," Okay. I mean, it can be used for us, I think.",2113,statement
15150,Ashley," It’s, like, pretty bad.",2113,statement
15151,Will," It’s on the border, but.",2113,statement
15152,Ashley, It’s pretty bad.,2113,statement
15153,Will," //I mean, if they are all…they are saying it is really good, so…",2113,disruption
15154,Vika, //Which one?,2113,question
15155,Ashley, //For me.,2113,statement
15156,Vika, //Which one? Which one?,2113,question
15157,Ashley, Thirty-one thirty.,2113,statement
15158,Vika," Oh, okay. But the best point, I mean now…for now it’s thirty-seven thirteen.",2113,statement
15159,Salah," Yeah, for us.",2113,statement
15160,Vika, Yeah.,2113,backchannel
15161,Salah, For them – no.,2113,statement
15162,Vika, That’s not our problem.,2113,statement
15163,Salah, I see.,2113,statement
15164,Vika," But, actually it’s our problem, yeah.",2113,statement
15165,Will," Yes, it is, not only from…from one person. Everyone is now saying, like, thirty-one thirteen. Everyone is starting to say, “thirty-one thirty”. It’s not just the one person.",2113,statement
15166,Oleg,"Well, 60% loss.",2113,statement
15167,Will," Yes. Well, there’s a lot of water there. So, it’s like…",2113,statement
15168,Ashley," Doesn’t reach a very high population, though.",2113,statement
15169,Ashley, And that sucks.,2113,statement
15170,Vika, Darn!,2113,statement
15171,Ashley, For future sustainability.,2113,statement
15172,Salah, They are looking on nineteen thirty-six and thirteen thirty-one.,2113,statement
15173,Ashley, Nineteen thirty-six.,2113,statement
15174,Salah, Thirty-six.,2113,statement
15175,Will,95% water loss at nineteen thirty-six.,2113,statement
15176,Ashley," //Well, that looks awful.",2113,statement
15177,Salah, //And thirteen thirty-one.,2113,statement
15178,Will, Which one?,2113,question
15179,Salah, Thirteen thirty-one.,2113,statement
15180,Will, Let me see.,2113,statement
15181,Oleg, [UI].,2113,statement
15182,Ashley, Awful. Both of those are awful for me.,2113,statement
15183,Salah, Both of them. Yeah.,2113,statement
15184,Vika, For me it’s okay.,2113,statement
15185,Will," Oh, I knew it had to happen. Okay.",2113,statement
15186,Will," Okay. What was the other one, Salah?",2113,question
15187,Salah, They suggested?,2113,question
15188,Will, Yeah.,2113,statement
15189,Salah, Thirteen thirty-one.,2113,statement
15190,Will, That one is not bad.,2113,statement
15191,Oleg, Mhm.,2113,backchannel
15192,Oleg, Take a look at thirty-seven thirty-five.,2113,statement
15193,Will, Hold on.,2113,statement
15194,Oleg, Not too bad at all.,2113,statement
15195,Ashley, What did you…which one did you say?,2113,question
15196,Oleg," Thirty-seven thirty-five, but it seems to me that there’s no water there because the ground temperature is high.",2113,statement
15197,Will, Okay.,2113,statement
15198,Ashley, Not bad for me.,2113,statement
15199,Vika," Again, which one?",2113,question
15200,Oleg, Thirty-seven thirty-five.,2113,statement
15201,Ashley, Did we look up…,2113,floor-grabber
15202,Ashley," Mechanical engineer here is writing, twelve thirty-one and thirteen thirty-one. //Did we look at those?",2113,question
15203,Will," //Yeah, thirteen thirty-one is very good. The other one is not.",2113,statement
15204,Ashley, Are you sure thirteen thirty-one…//You did twelve thirty-one as well?,2113,question
15205,Oleg, //I want correlation…,2113,disruption
15206,Vika, //It’s okay for me.,2113,statement
15207,Will, Twelve thirty-one? No.,2113,statement
15208,Ashley, The one you said is not bad for me.,2113,statement
15209,Vika, For me too.,2113,statement
15210,Oleg," Will, and for you?",2113,question
15211,Will," Hold on, hold on. Twelve thirty-one.",2113,statement
15212,Ashley, Twelve thirty-one and thirteen thirty-one freaking suck for me.,2113,statement
15213,Will," Twelve thirty-one is pretty good too, actually.",2113,statement
15214,Ashley, You’re literally reaching…,2113,floor-grabber
15215,Vika, Thirty-one? Twelve thirty-one?,2113,question
15216,Ashley," Mhm. That’s what they said, but they both suck for me. Like, you are reaching basically zero population.",2113,statement
15217,Will," Ah, okay. Well, then say that.",2113,statement
15218,Vika, It’s okay.,2113,statement
15219,Will," And then, for thirteen thirty-one? How was that?",2113,question
15220,Ashley, Both are pretty…,2113,floor-grabber
15221,Will, Both are bad? Okay.,2113,statement
15222,Ashley, Pretty bad population-wise.,2113,statement
15223,Ashley, I like how  thirty-seven thirteen was their worst point so far.,2113,statement
15224,Vika, Huh?,2113,question
15225,Ashley, They say thirty-seven thirteen is their worst...,2113,statement
15226,Vika, The worst option.,2113,statement
15227,Ashley, The worst case for them.,2113,statement
15228,Vika, Sucks.,2113,statement
15229,Oleg," Yes. They are comparing with thirty-one thirty, which doesn’t work for us at all.",2113,statement
15230,Vika," Sorry, Ash.",2113,statement
15231,Ashley, My team is not responding at all. I’m just talking to the engineering team. I’m not even there.,2113,statement
15232,Oleg, The mechanic to you…,2113,floor-grabber
15233,Ashley, Yes.,2113,statement
15234,Vika, Oh!,2113,statement
15235,Ashley," I just saw your response, Will. [SL] Give me a second.",2113,statement
15236,Will," So, Oleg, did you say some point?",2113,question
15237,Oleg, Thirty-one…I already…hold on. Hold on.,2113,statement
15238,Ashley, You said thirty-seven thirty-five earlier.,2113,statement
15239,Vika, No. Not thirty-seven thirty-five.,2113,statement
15240,Oleg, Thirty-one thirty.,2113,statement
15241,Vika, Thirty-one thirty-five – old point. [SL],2113,statement
15242,Oleg, I’ll enter it now…,2113,disruption
15243,Vika, Oops.,2113,statement
15244,Ashley," Yeah, it is.",2113,statement
15245,Vika, Excuse me.,2113,statement
15246,Ashley, Thirty-one what?,2113,question
15247,Oleg," Can’t remember. Shoot, I…",2113,statement
15248,Ashley," Perhaps, it wasn’t very good.",2113,statement
15249,Oleg," No, the water was clean there.",2113,statement
15250,Ashley, [singing],2113,floor-grabber
15251,Vika, Darn!,2113,statement
15252,Oleg," I wonder, why are we not working on an assignment where we should study the lunar surface?",2113,question
15253,Will, Because rocks fly off there.,2113,statement
15254,Vika, A rock that doesn’t fly off the //lunar surface.,2113,statement
15255,Ashley, //What do you think of forty-two thirteen?,2113,question
15256,Oleg, It was part of the previous game.,2113,statement
15257,Will, Thirteen?,2113,question
15258,Ashley, Forty-two thirteen.,2113,statement
15259,Oleg, There’s no water there.,2113,statement
15260,Will," Yes, there is only little there, but it’s enough to…",2113,floor-grabber
15261,Vika, Have a drink.,2113,statement
15262,Will, “Thirty-one thirty is our worst option”,2113,floor-grabber
15263,Vika, Sorry. No. Because it’s high level of contamination.,2113,statement
15264,Oleg, Okay. It’s so dirty there that…,2113,statement
15265,Ashley, Okay! Okay!,2113,statement
15266,Will, Just like you!,2113,statement
15267,Vika, Easy!,2113,statement
15268,Ashley, Understand all the sides.,2113,statement
15269,Will," I mean, that was okay for me. But it’s not…",2113,statement
15270,Oleg," It’s not water there, it’s just mud.",2113,statement
15271,Ashley, To us drilling specialist says nineteen thirty-six is the best one for them.,2113,statement
15272,Oleg, Nineteen thirty-six?,2113,question
15273,Ashley, Yes. What was there for us?,2113,question
15274,Vika, Did we check nineteen thirty-six?,2113,question
15275,Ashley, Oh! Phewh!,2113,statement
15276,Vika, Booh.,2113,statement
15277,Oleg, Why are you grumbling there?,2113,question
15278,Ashley," Well, almost…",2113,floor-grabber
15279,Vika, For me it’s okay.,2113,statement
15280,Oleg, Oh!,2113,statement
15281,Will, Which one?,2113,question
15282,Vika, Nineteen thirty-six.,2113,statement
15283,Oleg, Nineteen thirty-six. Yes.,2113,statement
15284,Salah, It’s the best point for them. Yeah.,2113,statement
15285,Oleg,Nineteen thirty-six. It’s even 10%...,2113,statement
15286,Will, No water.,2113,statement
15287,Ashley, No?,2113,question
15288,Oleg," Oh, well, darn.",2113,statement
15289,Salah, Thirty-seven thirteen is the worst one?,2113,question
15290,Salah, Did you check twelve thirty-one?,2113,question
15291,Ashley, Yeah.,2113,statement
15292,Will, Twelve thirty-one?,2113,question
15293,Salah, Yeah.,2113,statement
15294,Will," Yeah. Yeah, it has a decent amount of water but…",2113,backchannel
15295,Ashley," But it reaches, practically, like, it can sustain practically no population.",2113,statement
15296,Vika, Did we check twenty-six thirty-nine?,2113,question
15297,Will, Twenty-six.,2113,statement
15298,Vika, Thirty-nine.,2113,statement
15299,Will,"So, no. 99% water loss.",2113,statement
15300,Vika, Darn!,2113,statement
15301,Oleg, And what does your water loss depend on?,2113,question
15302,Oleg, You have water availability and loss. What does the loss depend on?,2113,question
15303,Will," It’s, like, it means you have two water basins where the water is contained. And, like, it leaks. And when it leaks, it’s not...within...//Well, when you...It doesn’t add water back. So, sort of...",2113,statement
15304,Vika, //Not replenished…[UI],2113,statement
15305,Will, This?,2113,question
15306,Vika, Mhm. Thank you. Darn!,2113,statement
15307,Will, Fuck!,2113,statement
15308,Vika, What?,2113,question
15309,Vika, I gave a wrong answer.,2113,statement
15310,Ashley, I did that the first time.,2113,statement
15311,Vika, Hm?,2113,question
15312,Ashley, I did that the first time too.,2113,statement
15313,Vika, Darn!,2113,statement
15314,Ashley, Drilling specialist and mechanical engineer are on fire today. Loving it.,2113,statement
15315,Salah," So, the ranking is: Nineteen thirty-six - the first point. Then, thirty-one thirty. Then, twelve thirty-one, thirteen thirty-one and the last one – thirty-seven thirty.",2113,statement
15316,Will, Okay. So then we can…,2113,statement
15317,Salah, This is the ranking.,2113,statement
15318,Will," Yeah. I told them to give us two points and then, obviously, thirty…thirty-one thirty is going to be our…On that list thirty-one thirty is gonna be [UI]. But what’s another one? What’s the next one down?",2113,question
15319,Salah, Twelve thirty-one.,2113,statement
15320,Ashley, Nope.,2113,statement
15321,Will," Twelve thirty-one. And that doesn’t work for her pretty hard,  so…",2113,statement
15322,Oleg," We need to look for the result, because there are twenty minutes left – not more.",2113,statement
15323,Ashley," Okay, let’s go to thirty-one thirty.",2113,statement
15324,Oleg," Well, if there are too many…",2113,floor-grabber
15325,Oleg," So, if the temperature is low there...",2113,statement
15326,Vika, Are you looking for patterns?,2113,question
15327,Oleg, Yes.,2113,statement
15328,Vika, I chose this point randomly.,2113,statement
15329,Oleg," There, look at twenty-nine thirty-three. This, here, it seems to me, according to the algorithm that we had before, it should be there. Twenty-nine thirty-three.",2113,statement
15330,Oleg," In terms of water availability, is it confirmed or not?",2113,question
15331,Will, What?,2113,question
15332,Oleg," Twenty-nine …twenty-nine thirty-three. Does the algorithm work or not? Water and sand are colder... Well, the temperature of the sand...",2113,statement
15333,Will,"//There’s 83% water loss. It means that there…there is water there, but not that much.",2113,statement
15334,Salah, //Twenty-nine …,2113,floor-grabber
15335,Ashley, //Twenty-nine thirty-three.,2113,statement
15336,Oleg," Mhm. Well, it is already…",2113,backchannel
15337,Ashley, So what now? Shall we say then we can do thirty-one thirty?,2113,question
15338,Will," Yes. If they agree, yes. Just…",2113,statement
15339,Oleg, But losses will be great.,2113,statement
15340,Salah," Mechanical engineer said, thirty-one thirty and nineteen thirty-six, I think.",2113,statement
15341,Ashley, If it’s between those two…,2113,disruption
15342,Salah, Yeah.,2113,backchannel
15343,Ashley, Then thirty-one thirty is better for me. What about for everyone else?,2113,question
15344,Will, What one?,2113,question
15345,Ashley, If it was between…,2113,disruption
15346,Will," Yeah, I mean, that functions. I mean…",2113,statement
15347,Will, No water.,2113,statement
15348,Oleg, Then the pattern doesn’t work.,2113,statement
15349,Oleg, So what? Shall we agree to that one?,2113,question
15350,Will, They already agreed. They already added it.,2113,statement
15351,Salah," Thirty-one thirty. // They agreed, yeah.",2113,statement
15352,Ashley," //Oh, they did?",2113,question
15353,Oleg, Yes. Done.,2113,statement
15354,Ashley, Okay. Let’s.,2113,statement
15355,Oleg, Holy crap. It’s already…,2113,disruption
15356,Ashley, Darn!,2113,statement
15357,Oleg, So…,2113,floor-grabber
15358,Ashley, They didn’t tell me that…,2113,floor-grabber
15359,Oleg," So, thirty-one thirty, yes?",2113,question
15360,Salah, Yes.,2113,statement
15361,Oleg, Thirty-one thirty.,2113,statement
15362,Ashley," So, three, two, one.",2113,statement
15363,Oleg," So, it works…[UI]",2113,disruption
15364,Ashley, [UI],2113,disruption
15365,Will," No, thank you.",2113,statement
15366,Vika, Correct. Correct. At least…why not…,2113,statement
15367,Ashley," It’s pretty low-cost. Okay. Excuse me, who the fuck put the stuff into my spaceman factor stuff? Not cool, man. Not cool. What?",2113,question
15368,Salah," They signed already, yeah?",2113,question
15369,Ashley, What is going on?,2113,question
15370,Will, I guess they are…,2113,disruption
15371,Will," Ah, okay, the maintenance. That was just a mistake probably.",2113,statement
15372,Vika, Boo!,2113,statement
15373,Ashley, They just did it again.,2113,statement
15374,Will," No, that’s you.",2113,statement
15375,Ashley, Oh.,2113,statement
15376,Ashley," Who keeps changing my stuff? Come on, assholes!",2113,question
15377,Vika, What?,2113,question
15378,Ashley," Someone, literarily keeps changing what I put. Get the heck outta here.",2113,statement
15379,Oleg, Everyone inserted it?,2113,question
15380,Ashley, Almost…No! Why does the maintenance specialist keep doing this?,2113,question
15381,Oleg, Oh!,2113,statement
15382,Ashley, Oh my God. …Now I’m ready to [UI],2113,disruption
15383,Ashley, And I have a survey right now. Does anyone else have a survey?,2113,question
15384,Will, Yep.,2113,statement
15385,Vika, Mhm. Me too.,2113,statement
15386,Ashley, God damnit!,2113,statement
15387,Vika, I again [UI],2113,disruption
15388,Oleg, So what? Ready?,2113,question
15389,Ashley," There were questionnaires. Still there, darn.",2113,statement
15390,Vika," Ash, are you ready?",2113,question
15391,Ashley, I still have a freaking…,2113,disruption
15392,Vika, Oh.,2113,statement
15393,Ashley, Why is it taking forever?,2113,question
15394,Ashley, Alright. I’m good.,2113,statement
15395,Will, Good? Everybody? Smash that “Like” button.,2113,question
15396,Oleg, Done?,2113,question
15397,Ashley, Yes.,2113,statement
15398,Oleg, It appeared and then disappeared for you.,2113,statement
15399,Vika, Mhm.,2113,backchannel
15400,Ashley, Did you see what they named it? “MTS party spot”.,2113,statement
15401,Vika, Hm?,2113,question
15402,Ashley, Was that you?,2113,question
15403,Will, Did they name it that? Or…,2113,question
15404,Ashley, I thought…,2113,disruption
15405,Vika, What?,2113,question
15406,Ashley," That was you. Okay. Did you see what it’s called, the name here says “MTS party spot”?",2113,question
15407,Salah, //Done?,2113,question
15408,Ashley, //I thought they gave it that way.,2113,statement
15409,Will, //I guess so. Yeah.,2113,statement
15410,Salah, Yeah. Log out?,2113,question
15411,Oleg, [UI],2113,disruption
15412,Ashley, Is it done?,2113,question
15413,Vika, I think so.,2113,statement
15414,Salah, Yeah.,2113,backchannel
15415,Ashley, Okay.,2113,statement
15416,Oleg, All done.,2113,statement
15417,Ashley, Okay.,2113,statement
15418,Salah," They signed, yeah. [UI]",2113,statement
15419,Oleg, It froze.,2113,statement
15420,Vika, [UI],2113,disruption
15421,Ashley, So? Let’s continue. To DeChurch nine.,2113,statement
15422,Vika, Oh.,2113,statement
15423,Will, Terrain specialist is non-existent.,2113,statement
15424,Ashley, What?,2113,question
15425,Will, Terrain specialist is non-existent today.,2113,statement
15426,Oleg," So, he isn’t there, and this isn’t responding because of it?",2113,question
15427,Will," So, just don’t select them.",2113,statement
15428,Ashley," Oh, it means…",2113,floor-grabber
15429,Ashley, In surveys? Or what?,2113,question
15430,Will, No. When you are in Relay.,2113,statement
15431,Oleg, Ah.,2113,backchannel
15432,Ashley, Oh.,2113,backchannel
15433,Will, Don’t choose terrain specialist. Don’t choose the terrain specialist.,2113,statement
15434,Oleg," So, he is not working today? On vacation.",2113,question
15435,Will," Yes. The ninth, yes? DeChurch nine?",2113,question
15436,Ashley, Mhm.,2113,statement
15437,Will, Okay.,2113,statement
15438,Oleg, Are you trying to remember everyone’s names?,2113,question
15439,Ashley, No. What crew I communicated more…,2113,statement
15440,Oleg, Interacted.,2113,statement
15441,Ashley, Yes. Interacted.,2113,statement
15442,Oleg, What? Done? Discharge?,2113,question
15443,Ashley, It’s not for me.,2113,statement
15444,Oleg, Complete [SL] opinion …what can be stolen from here?,2113,question
15445,Ashley, Me too.,2113,statement
15446,Oleg, Which one?,2113,question
15447,Ashley, Cherry.,2113,statement
15448,Oleg, Please.,2113,statement
15449,Oleg, We need to cheer up... We need to go through this before bedtime.,2113,statement
15450,Will, I look like a bum. I really do. This is great.,2113,statement
15451,Vika, Like who?,2113,question
15452,Will, Like a bum.,2113,statement
15453,Vika, Hm.,2113,backchannel
15454,Will," Okay, don’t choose the terrain specialist just in case.",2113,statement
15455,Salah, We’re short with who?,2113,question
15456,Will, Hm?,2113,question
15457,Salah, Without what? Terrain specialist?,2113,question
15458,Will, I don’t know who.,2113,statement
15459,Will, Okay.,2113,statement
15460,Will," Oleg, can I steal from you…",2113,disruption
15461,Vika, No.,2113,statement
15462,Will, Charger.,2113,statement
15463,Oleg, Of course.,2113,statement
15464,Will, [UI]. Thank you.,2113,statement
15465,Oleg, How is your situation with letters today? Many? I’m talking about these.,2113,question
15466,Ashley, Only three.,2113,statement
15467,Oleg, Did you choose the guy who is absent?,2113,question
15468,Ashley, What?,2113,question
15469,Oleg, Terrain?,2113,question
15470,Ashley, Mhm-m.,2113,statement
15471,Will, Let’s get down to business.,2113,statement
15472,Will," Oh, did you, guys…Okay, later.",2113,statement
15473,Vika, Okay.,2113,statement
15474,Ashley, We did not request more. We forgot. //We’ll request it tonight.,2113,statement
15475,Vika, //We still have one.,2113,statement
15476,Ashley, But I still have…The Chamber of Secrets at least.,2113,statement
15477,Vika, Yeah.,2113,backchannel
15478,Oleg," [SL] Here’s “meow” for you, darn.",2113,statement
15479,Ashley, Oh! My battery ran out.,2113,statement
15480,Will, Got’em! Totally cranked. Open it up. Maybe you can get it to…it should just pop right open.,2113,statement
15481,Oleg, How?,2113,question
15482,Ashley," Oh, fuck!",2113,statement
15483,Will, Just tap it. Just tap it. There you go. It might pull it up in time. Don’t worry.,2113,statement
15484,Oleg, It may not stop.,2113,statement
15485,Oleg, Come on. There is still time.,2113,statement
15486,Ashley, Should I press again?,2113,question
15487,Will, No no no. Did it do anything? Looks like it’s turning on.,2113,statement
15488,Ashley, Is it?,2113,question
15489,Oleg, Did he write to you “low”?,2113,question
15490,Ashley, I didn’t see. Fuck. Should I press here?,2113,question
15491,Will, [UI],2113,disruption
15492,Oleg, Come on. There’s still a minute left.,2113,statement
15493,Will, Give it a second. Don’t…because you might restart it.,2113,statement
15494,Salah, Well we are almost done. One minute.,2113,statement
15495,Ashley," Well, I hope my video saved until then.",2113,statement
15496,Will," I mean, if you didn’t turn it off it should…Alright, hit it one more time. Now that you don’t see…is it doing something? Okay, cool.",2113,statement
15497,Oleg, Got it? Ah.,2113,question
15498,Ashley, It’s going there. Well…,2113,statement
15499,Vika, Forty seconds.,2113,statement
15500,Ashley, Sorry Igor.,2113,statement
15501,Oleg," Yes. Yes, it’s not Igor. It is…",2113,disruption
15502,Ashley, DeChurch. I’m so sorry. …It did go right back to it! Okay!,2113,statement
15503,Will," Yeah, this is [UI]",2113,statement
15504,Ashley, My video restarted but that’s okay. Oops.,2113,statement
15505,Oleg," //It still got saved, right?",2113,question
15506,Will, //You got fifteen seconds if you can…,2113,floor-grabber
15507,Ashley," Yes, still //going.",2113,statement
15508,Will, //get back in there.,2113,statement
15509,Oleg, Well…How many letters are there for you already?,2113,question
15510,Vika, Boo!,2113,statement
15511,Oleg, [UI],2113,disruption
15512,Vika," Thank you, bye.",2113,statement
15513,Will, Cool! Okay.,2113,statement
15515,Igor, Don’t let go.,2101,disruption
15516,Ryan," Reminder, yeah, //not to minimize…",2101,floor-grabber
15517,Oleg, //Not to minimize?,2101,question
15518,Igor, Not to minimize.,2101,statement
15519,Ryan, Don’t minimize.,2101,statement
15520,Oleg, No minimize?,2101,question
15521,Ryan," no…So, we are starting again.",2101,statement
15522,Oleg, We are?,2101,question
15523,Ryan," Yes. Let’s start [UI]. Right, okay…Okay. Now we’re going to go back to the Project RED Design on the Desktop.",2101,statement
15524,Ryan, Open that up again.,2101,statement
15525,Ashley, Okay.,2101,statement
15526,Ryan," Project RED Design, log in.",2101,statement
15527,Ashley, Was it one? It was…Was it [SL] Delta one?,2101,question
15528,Maybe Vika, [SL] What is the username?,2101,question
15529,Ashley, [UI],2101,statement
15530,Will, Do you want us to log back in? We didn’t [SL] exit that one.,2101,statement
15531,Ryan, Yeah.,2101,backchannel
15532,Will, Okay.,2101,statement
15533,Ryan, [SL] Best.,2101,statement
15534,Maybe Vika, //[UI],2101,disruption
15535,Ryan," //Alright, you guys want to log out or exit out of that",2101,floor-grabber
15536,Ryan, And log back in.,2101,statement
15537,Maybe Katya, With a capital letter.,2101,statement
15538,Salah, How should I do logout from here?,2101,question
15539,Katya and Vika, [UI],2101,statement
15540,Ryan, Do log out form there. Then log back in.,2101,statement
15541,Maybe Vika, [UI],2101,disruption
15542,Ryan, Use that [UI],2101,disruption
15543,Ashley," Yeah. Of course, now it works.",2101,statement
15544,Woman1, Hm?,2101,question
15545,Ashley, Now it works. [UI]…So funny.,2101,statement
15546,Ryan," Okay, who is our biomedical…or biochemical engineer? It’s you, right? Biochemical.",2101,question
15547,Ryan," Biochemical engineering team should message fluid engineering when ready to start. So, we start.",2101,statement
15548,Woman1, [UI],2101,statement
15549,Ryan, [SL] It will be over there.,2101,statement
15550,Woman1, But they are. Fluid engineer in Chicago.,2101,statement
15551,Ashley, Mhm.,2101,backchannel
15552,Woman1, Fluid engineer is now in Chicago. It’s a //live communication.,2101,statement
15553,Oleg, //Start. Are we starting?,2101,question
15554,Ryan, Mhm.,2101,statement
15555,Oleg, We need to find out. These positions…,2101,floor-grabber
15556,Ashley, It’s pretty cool.,2101,statement
15557,Woman1, //Very very cool.,2101,statement
15558,Ryan, //[UI],2101,disruption
15559,Man2, //[UI],2101,disruption
15560,Ryan," Okay, so, now you should see chat populate on the left. Some of them are from your team, some of them are from the other teams. They are going to be trying to coordinate with your locations and parameters to choose. Reminder, that you’re trying to find the optimum spot for the well.",2101,statement
15561,Man2," So, you said, backups cannot talk but can help? Or are we just watching?",2101,question
15562,Ryan," You can point if…//you, know, point a little. The point is that this is the baseline data collection, so…",2101,question
15563,Oleg, //[UI],2101,statement
15564,Ashley," Okay, so we’re just trying to find the optimal spot",2101,floor-grabber
15565,Oleg, It is the next task.,2101,statement
15566,Ashley, Is that what’s happening?,2101,question
15567,Ashley, Which team do I need to be talking to? //[SL] structural engineer,2101,question
15568,Oleg, //These points…//[UI],2101,question
15569,Ryan," //So, you’ll be going through your relations, right?",2101,question
15570,Oleg," Information of the first, second and third level.",2101,statement
15571,Woman1," Material? No, yeah.",2101,question
15572,Maybe Katya, Meteorologist…,2101,question
15573,Ashley, //[UI],2101,disruption
15574,Ryan," //Reminder, primes talk to each other. Not to the backups – to each other.",2101,statement
15575,Maybe Vika, Oh.,2101,statement
15576,Ryan, Data is collected with primes talking with each other.,2101,statement
15577,Maybe Vika, Okay.,2101,statement
15578,Igor," You’ve heard, right? The main crew members can speak with each other.",2101,statement
15579,Salah," So, the location, we are waiting from the commander?",2101,question
15580,Ryan, Anyone. You look for [UI],2101,statement
15581,Oleg," Igor, are we choosing the location that we received earlier, or the location suggested here?",2101,question
15582,Igor, Are they suggesting one already?,2101,question
15583,Oleg, Yes.,2101,statement
15584,Igor, Has someone suggested one already?,2101,question
15585,Oleg," Well, it’s a different location with a different set of position points.",2101,statement
15586,Woman1," Yes, completely…",2101,floor-grabber
15587,Vika," //Meaning, the previous ones or those that we set?",2101,question
15588,Ashley, //They… we are looking…We are talking to them to figure out location.,2101,statement
15589,Oleg," //Now, they are suggesting a different location to me.",2101,statement
15590,Ashley, //What are the…,2101,floor-grabber
15591,Oleg, //can it be the one that we were considering earlier.,2101,statement
15592,Ryan and Ashley, //[UI],2101,disruption
15593,Igor," //You can accept it. You can see if you have any thoughts or considerations about it, from your point of view.",2101,statement
15594,Ryan, //It can change. You can ask other people whether…,2101,statement
15595,Ashley, But what are…//how do I decide in chat…,2101,disruption
15596,Oleg," //So, we can change it?",2101,question
15597,Igor, //You can change it. You can suggest your own.,2101,statement
15598,Ashley," //Do I know, okay, so…would this be life changing down here?",2101,question
15599,Ryan, You will define green cells and then your decision calculator will update based on that location.,2101,statement
15600,Ashley, Oh.,2101,statement
15601,Ryan," [UI] So, people might say: “Can we look into this for this team?”, and then you’ll go to that location //and enter the coordinates that you think are best.",2101,statement
15602,Man3, //[SL] can see that I am here.,2101,statement
15603,Oleg," //[SL] Zhenya, I mean, Lyosha, look here, from the other side …[UI] but there is a slope here that is difficult to access. How can…",2101,statement
15604,Ashley, Martian meteorology specialist [SL] signed off. What just happened?,2101,question
15605,Woman1, //Good work.,2101,statement
15606,Ashley, //And the martial meteorology specialist.,2101,statement
15607,Woman1, //Yes.,2101,statement
15608,Ryan, //This might be from previous session.,2101,statement
15609,Woman1, //How do you know that this is anywhere mentioned?,2101,question
15610,Oleg and Alex, //[UI],2101,statement
15611,Ryan, Probably.,2101,statement
15612,Woman1, Yeah.,2101,backchannel
15613,Alex, The drilling specialist is there. //You can ask him a question. [UI] You have an opportunity. You should //[UI],2101,statement
15614,Ashley, //[SL] How I began it? Can you just zoom in?,2101,question
15615,Salah, //[UI],2101,disruption
15616,Ashley," //look, I guess or…can you zoom in?",2101,question
15617,Salah, [SL] You tried?,2101,question
15618,Oleg and Alex, //[UI],2101,disruption
15619,Woman1, What. Is this? [UI]?,2101,question
15620,Salah, [UI],2101,question
15621,Woman1, [SL] My cost from this. //It was from before.,2101,statement
15622,Ashley," //Yeah, I see. So, can I just say “Hi, team!”?",2101,question
15623,Woman1, //Hi.,2101,statement
15624,Oleg," Here, look. So, now I have this specialist – this",2101,statement
15625,Oleg, fluid engineer.,2101,statement
15626,Alex, //[UI],2101,disruption
15627,Salah, //Change the [UI],2101,disruption
15628,Oleg," Yes, it’s him.",2101,statement
15629,Maybe Katya," Yes, I have already written to my material specialist.",2101,statement
15630,Oleg, But before that he wrote that it was thirty-one twenty-six.,2101,statement
15631,Alex," Perhaps, he has some information as to the volume of water and // the pressure, and he believes that there [UI]",2101,disruption
15632,Salah, //[UI],2101,statement
15633,Oleg, Can I get some help? Why //[UI]?,2101,question
15634,Salah, [SL] Detail…details [UI],2101,disruption
15635,Ryan, //[UI],2101,disruption
15636,Ashley," Will they actually be communicating back, like, right now?",2101,question
