,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
50132,Bro012-c5_1972900_1973110,f,Bro012-c5,mn007,Bro012,so ==,3,50132
50150,Bro012-c5_2012030_2012260,f,Bro012-c5,mn007,Bro012,so ==,3,50150
50170,Bro012-c5_2043670_2044300,f,Bro012-c5,mn007,Bro012,um ==,3,50170
50175,Bro012-c1_2046950_2047370,f,Bro012-c1,me018,Bro012,uh ==,3,50175
50180,Bro012-c5_2050490_2051000,f,Bro012-c5,mn007,Bro012,uh ==,3,50180
50235,Bro012-c5_2182470_2182650,f,Bro012-c5,mn007,Bro012,yeah .,3,50235
50241,Bro012-c5_2193710_2193910,f,Bro012-c5,mn007,Bro012,yeah .,3,50241
50245,Bro012-c0_2202620_2202840,f,Bro012-c0,me013,Bro012,yeah .,3,50245
50256,Bro012-c5_2221860_2222030,f,Bro012-c5,mn007,Bro012,yeah .,3,50256
50267,Bro012-c5_2250490_2250700,f,Bro012-c5,mn007,Bro012,so ==,3,50267
50282,Bro012-c0_2275480_2275750,f,Bro012-c0,me013,Bro012,so ==,3,50282
50285,Bro012-c5_2280220_2280500,f,Bro012-c5,mn007,Bro012,so ==,3,50285
50297,Bro012-c1_2299360_2299640,f,Bro012-c1,me018,Bro012,yeah .,3,50297
50319,Bro012-c5_2349880_2350300,f,Bro012-c5,mn007,Bro012,and ==,3,50319
50322,Bro012-c5_2353350_2353760,f,Bro012-c5,mn007,Bro012,uh - fff ==,3,50322
50338,Bro012-c5_2412120_2416660,f,Bro012-c5,mn007,Bro012,um - uh - yeah .,3,50338
50339,Bro012-c5_2419620_2419950,f,Bro012-c5,mn007,Bro012,so yeah .,3,50339
50342,Bro012-c5_2427590_2427820,f,Bro012-c5,mn007,Bro012,yeah .,3,50342
50345,Bro012-c5_2438990_2439610,f,Bro012-c5,mn007,Bro012,uh ==,3,50345
50347,Bro012-c5_2444720_2445010,f,Bro012-c5,mn007,Bro012,and ==,3,50347
50348,Bro012-c0_2447810_2448090,f,Bro012-c0,me013,Bro012,right .,3,50348
50358,Bro012-c0_2469570_2471100,f,Bro012-c0,me013,Bro012,um ==,3,50358
50362,Bro012-c5_2477430_2478090,f,Bro012-c5,mn007,Bro012,uh ==,3,50362
50378,Bro012-c0_2534840_2535080,f,Bro012-c0,me013,Bro012,and ==,3,50378
50382,Bro012-c5_2540510_2540680,f,Bro012-c5,mn007,Bro012,so ==,3,50382
50383,Bro012-c5_2541520_2542630,f,Bro012-c5,mn007,Bro012,uh yeah .,3,50383
50386,Bro012-c5_2547930_2548150,f,Bro012-c5,mn007,Bro012,yeah .,3,50386
50392,Bro012-c5_2561660_2564590,f,Bro012-c5,mn007,Bro012,um - so ==,3,50392
50393,Bro012-c0_2562660_2562840,f,Bro012-c0,me013,Bro012,okay .,3,50393
50400,Bro012-c0_2569390_2569750,f,Bro012-c0,me013,Bro012,yeah .,3,50400
50403,Bro012-c0_2578280_2578690,f,Bro012-c0,me013,Bro012,uh ==,3,50403
50404,Bro012-c0_2579910_2580890,f,Bro012-c0,me013,Bro012,so um ==,3,50404
50419,Bro012-c5_2612420_2612680,f,Bro012-c5,mn007,Bro012,so ==,3,50419
50422,Bro012-c3_2619480_2619810,f,Bro012-c3,fn002,Bro012,yeah .,3,50422
50438,Bro012-c0_2662800_2664790,f,Bro012-c0,me013,Bro012,so uh ==,3,50438
50445,Bro012-c0_2671370_2678370,f,Bro012-c0,me013,Bro012,uh - uh - yeah .,3,50445
50457,Bro012-c0_2699150_2699440,f,Bro012-c0,me013,Bro012,so ==,3,50457
50460,Bro012-c0_2707320_2707490,f,Bro012-c0,me013,Bro012,and ==,3,50460
50461,Bro012-c0_2708490_2708840,f,Bro012-c0,me013,Bro012,uh ==,3,50461
50485,Bro012-c5_2773240_2773420,f,Bro012-c5,mn007,Bro012,and ==,3,50485
50491,Bro012-c5_2784210_2784410,f,Bro012-c5,mn007,Bro012,and ==,3,50491
50494,Bro012-c5_2786840_2787080,f,Bro012-c5,mn007,Bro012,yeah .,3,50494
50497,Bro012-c5_2794470_2794710,f,Bro012-c5,mn007,Bro012,and ==,3,50497
50499,Bro012-c5_2795670_2795840,f,Bro012-c5,mn007,Bro012,so ==,3,50499
50515,Bro012-c1_2825780_2826400,f,Bro012-c1,me018,Bro012,uh - w- - uh ==,3,50515
50519,Bro012-c1_2830160_2830640,f,Bro012-c1,me018,Bro012,um ==,3,50519
50521,Bro012-c0_2834500_2834840,f,Bro012-c0,me013,Bro012,well ==,3,50521
50525,Bro012-c0_2837210_2837420,f,Bro012-c0,me013,Bro012,and ==,3,50525
50530,Bro012-c5_2854050_2854550,f,Bro012-c5,mn007,Bro012,and ==,3,50530
50536,Bro012-c5_2870440_2872310,f,Bro012-c5,mn007,Bro012,and uh ==,3,50536
50549,Bro012-c0_2911300_2911910,f,Bro012-c0,me013,Bro012,um ==,3,50549
50564,Bro012-c0_2948520_2949080,f,Bro012-c0,me013,Bro012,um ==,3,50564
50581,Bro012-c0_2969260_2970080,f,Bro012-c0,me013,Bro012,and - and ==,3,50581
50582,Bro012-c0_2970080_2970360,f,Bro012-c0,me013,Bro012,uh ==,3,50582
50587,Bro012-c0_2973640_2973890,f,Bro012-c0,me013,Bro012,um ==,3,50587
50594,Bro012-c0_2997040_2997320,f,Bro012-c0,me013,Bro012,uh ==,3,50594
50605,Bro012-c0_3025000_3025270,f,Bro012-c0,me013,Bro012,okay .,3,50605
50656,Bro012-c0_3140580_3140930,f,Bro012-c0,me013,Bro012,and ==,3,50656
50657,Bro012-c0_3140930_3142780,f,Bro012-c0,me013,Bro012,uh - um ==,3,50657
50666,Bro012-c0_3158390_3158420,f,Bro012-c0,me013,Bro012,uh ==,3,50666
50673,Bro012-c5_3182690_3183230,f,Bro012-c5,mn007,Bro012,um ==,3,50673
50676,Bro012-c5_3191200_3191440,f,Bro012-c5,mn007,Bro012,so ==,3,50676
50677,Bro012-c5_3193180_3194010,f,Bro012-c5,mn007,Bro012,um ==,3,50677
50691,Bro012-c0_3236330_3238700,f,Bro012-c0,me013,Bro012,and uh - uh ==,3,50691
50724,Bro012-c0_3320240_3320730,f,Bro012-c0,me013,Bro012,uh ==,3,50724
50736,Bro012-c0_3337850_3338590,f,Bro012-c0,me013,Bro012,um ==,3,50736
50737,Bro012-c5_3339900_3348980,f,Bro012-c5,mn007,Bro012,um - yeah .,3,50737
50740,Bro012-c0_3347040_3347210,f,Bro012-c0,me013,Bro012,and ==,3,50740
50756,Bro012-c0_3379780_3380020,f,Bro012-c0,me013,Bro012,yeah .,3,50756
50761,Bro012-c0_3395350_3395830,f,Bro012-c0,me013,Bro012,uh .,3,50761
50762,Bro012-c0_3398360_3398680,f,Bro012-c0,me013,Bro012,yeah .,3,50762
50764,Bro012-c0_3400280_3400660,f,Bro012-c0,me013,Bro012,right .,3,50764
50770,Bro012-c0_3418270_3421590,f,Bro012-c0,me013,Bro012,and um - so um ==,3,50770
50779,Bro012-c1_3451170_3451590,f,Bro012-c1,me018,Bro012,so ==,3,50779
50781,Bro012-c0_3454520_3454800,f,Bro012-c0,me013,Bro012,yeah .,3,50781
50799,Bro012-c0_3506260_3506960,f,Bro012-c0,me013,Bro012,um ==,3,50799
50802,Bro012-c0_3515880_3516120,f,Bro012-c0,me013,Bro012,uh ==,3,50802
50820,Bro012-c0_3546410_3546920,f,Bro012-c0,me013,Bro012,uh ==,3,50820
50825,Bro012-c1_3560500_3561050,f,Bro012-c1,me018,Bro012,um ==,3,50825
50849,Bro012-c1_3619510_3619860,f,Bro012-c1,me018,Bro012,so ==,3,50849
50851,Bro012-c1_3623390_3623660,f,Bro012-c1,me018,Bro012,yeah .,3,50851
50867,Bro012-c1_3655570_3656030,f,Bro012-c1,me018,Bro012,but um ==,3,50867
50871,Bro012-c1_3666830_3667820,f,Bro012-c1,me018,Bro012,um - but ==,3,50871
50896,Bro013-c0_0030970_0031320,f,Bro013-c0,me013,Bro013,okay .,3,50896
50897,Bro013-c0_0031480_0032070,f,Bro013-c0,me013,Bro013,so ==,3,50897
50901,Bro013-c5_0046540_0046810,f,Bro013-c5,mn007,Bro013,so ==,3,50901
50912,Bro013-c0_0085711_0086061,f,Bro013-c0,me013,Bro013,uh ==,3,50912
50916,Bro013-c0_0093460_0093950,f,Bro013-c0,me013,Bro013,well yeah .,3,50916
50923,Bro013-c5_0119010_0119450,f,Bro013-c5,mn007,Bro013,so well ==,3,50923
50929,Bro013-c5_0125000_0125320,f,Bro013-c5,mn007,Bro013,and ==,3,50929
50930,Bro013-c5_0125702_0126212,f,Bro013-c5,mn007,Bro013,but ==,3,50930
50944,Bro013-c5_0154800_0154880,f,Bro013-c5,mn007,Bro013,yeah .,3,50944
50965,Bro013-c0_0193670_0193780,f,Bro013-c0,me013,Bro013,yeah .,3,50965
50976,Bro013-c0_0209087_0210177,f,Bro013-c0,me013,Bro013,but - but uh ==,3,50976
50977,Bro013-c0_0210930_0212040,f,Bro013-c0,me013,Bro013,uh you know .,3,50977
50983,Bro013-c0_0218730_0219860,f,Bro013-c0,me013,Bro013,and um ==,3,50983
50991,Bro013-c0_0234820_0235090,f,Bro013-c0,me013,Bro013,yeah .,3,50991
51001,Bro013-c5_0253700_0254120,f,Bro013-c5,mn007,Bro013,i don't know .,3,51001
51005,Bro013-c5_0268214_0268584,f,Bro013-c5,mn007,Bro013,so ==,3,51005
51013,Bro013-c0_0279392_0279632,f,Bro013-c0,me013,Bro013,oh .,3,51013
51017,Bro013-c5_0290996_0291376,f,Bro013-c5,mn007,Bro013,yeah but ==,3,51017
51021,Bro013-c5_0297386_0297606,f,Bro013-c5,mn007,Bro013,well ==,3,51021
51043,Bro013-c0_0337320_0338000,f,Bro013-c0,me013,Bro013,um ==,3,51043
51045,Bro013-c0_0340707_0341137,f,Bro013-c0,me013,Bro013,uh ==,3,51045
51058,Bro013-c0_0360036_0362702,f,Bro013-c0,me013,Bro013,but um uh ==,3,51058
51059,Bro013-c0_0364200_0365030,f,Bro013-c0,me013,Bro013,so ==,3,51059
51067,Bro013-c5_0388705_0388985,f,Bro013-c5,mn007,Bro013,and ==,3,51067
51070,Bro013-c5_0394405_0394835,f,Bro013-c5,mn007,Bro013,so ==,3,51070
51099,Bro013-c0_0454160_0454620,f,Bro013-c0,me013,Bro013,um ==,3,51099
51101,Bro013-c0_0458880_0459170,f,Bro013-c0,me013,Bro013,so ==,3,51101
51108,Bro013-c0_0485720_0486080,f,Bro013-c0,me013,Bro013,um ==,3,51108
51109,Bro013-c0_0490780_0490940,f,Bro013-c0,me013,Bro013,yeah .,3,51109
51110,Bro013-c0_0491490_0491680,f,Bro013-c0,me013,Bro013,yeah .,3,51110
51112,Bro013-c0_0496400_0496720,f,Bro013-c0,me013,Bro013,uh ==,3,51112
51116,Bro013-c0_0516320_0516980,f,Bro013-c0,me013,Bro013,um ==,3,51116
51117,Bro013-c5_0519180_0519300,f,Bro013-c5,mn007,Bro013,yeah .,3,51117
51154,Bro013-c0_0599190_0599780,f,Bro013-c0,me013,Bro013,so yes .,3,51154
51166,Bro013-c0_0641273_0641853,f,Bro013-c0,me013,Bro013,um ==,3,51166
51179,Bro013-c0_0686999_0687329,f,Bro013-c0,me013,Bro013,so ==,3,51179
51180,Bro013-c0_0688327_0688837,f,Bro013-c0,me013,Bro013,um ==,3,51180
51181,Bro013-c0_0689904_0690154,f,Bro013-c0,me013,Bro013,i mean .,3,51181
51182,Bro013-c0_0691250_0691560,f,Bro013-c0,me013,Bro013,okay .,3,51182
51185,Bro013-c5_0695203_0696453,f,Bro013-c5,mn007,Bro013,um ==,3,51185
51190,Bro013-c0_0705801_0706551,f,Bro013-c0,me013,Bro013,but uh ==,3,51190
51191,Bro013-c5_0706500_0706810,f,Bro013-c5,mn007,Bro013,yeah .,3,51191
51201,Bro013-c5_0732903_0733153,f,Bro013-c5,mn007,Bro013,so ==,3,51201
51210,Bro013-c0_0746246_0746476,f,Bro013-c0,me013,Bro013,so ==,3,51210
51212,Bro013-c0_0749989_0750559,f,Bro013-c0,me013,Bro013,um ==,3,51212
51215,Bro013-c5_0752590_0753300,f,Bro013-c5,mn007,Bro013,well so ==,3,51215
51219,Bro013-c5_0766570_0767310,f,Bro013-c5,mn007,Bro013,um ==,3,51219
51220,Bro013-c5_0769733_0769893,f,Bro013-c5,mn007,Bro013,so ==,3,51220
51221,Bro013-c5_0769893_0770083,f,Bro013-c5,mn007,Bro013,yeah .,3,51221
51228,Bro013-c5_0798091_0801010,f,Bro013-c5,mn007,Bro013,and um ==,3,51228
51240,Bro013-c5_0830183_0830373,f,Bro013-c5,mn007,Bro013,so ==,3,51240
51250,Bro013-c5_0862220_0862700,f,Bro013-c5,mn007,Bro013,so ==,3,51250
51255,Bro013-c0_0873000_0873240,f,Bro013-c0,me013,Bro013,yeah .,3,51255
51256,Bro013-c5_0873517_0873837,f,Bro013-c5,mn007,Bro013,yeah but ==,3,51256
51276,Bro013-c0_0943080_0943280,f,Bro013-c0,me013,Bro013,or ==,3,51276
51283,Bro013-c5_0953030_0953910,f,Bro013-c5,mn007,Bro013,um ==,3,51283
51284,Bro013-c5_0955605_0955815,f,Bro013-c5,mn007,Bro013,yeah .,3,51284
51301,Bro013-c5_0996430_0997550,f,Bro013-c5,mn007,Bro013,um yeah .,3,51301
51337,Bro013-c5_1109470_1109610,f,Bro013-c5,mn007,Bro013,yeah .,3,51337
51349,Bro013-c0_1135970_1136630,f,Bro013-c0,me013,Bro013,uh .,3,51349
51388,Bro013-c0_1204470_1205600,f,Bro013-c0,me013,Bro013,uh ==,3,51388
51432,Bro013-c0_1303290_1303890,f,Bro013-c0,me013,Bro013,um ==,3,51432
51433,Bro013-c5_1305450_1305700,f,Bro013-c5,mn007,Bro013,yeah .,3,51433
51450,Bro013-c0_1342790_1343360,f,Bro013-c0,me013,Bro013,or - or - uh ==,3,51450
51451,Bro013-c0_1344500_1344980,f,Bro013-c0,me013,Bro013,um ==,3,51451
51456,Bro013-c0_1361550_1362000,f,Bro013-c0,me013,Bro013,uh ==,3,51456
51460,Bro013-c0_1370360_1371700,f,Bro013-c0,me013,Bro013,and - and uh ==,3,51460
51464,Bro013-c5_1379960_1380180,f,Bro013-c5,mn007,Bro013,but ==,3,51464
51471,Bro013-c5_1388660_1389210,f,Bro013-c5,mn007,Bro013,um ==,3,51471
51493,Bro013-c5_1446740_1449700,f,Bro013-c5,mn007,Bro013,and um ==,3,51493
51504,Bro013-c5_1464340_1465060,f,Bro013-c5,mn007,Bro013,and ==,3,51504
51507,Bro013-c0_1468830_1469760,f,Bro013-c0,me013,Bro013,um ==,3,51507
51508,Bro013-c0_1470140_1470290,f,Bro013-c0,me013,Bro013,yeah .,3,51508
51510,Bro013-c0_1470590_1470730,f,Bro013-c0,me013,Bro013,yeah .,3,51510
51517,Bro013-c0_1499590_1499950,f,Bro013-c0,me013,Bro013,uh ==,3,51517
51531,Bro013-c0_1553600_1554030,f,Bro013-c0,me013,Bro013,okay .,3,51531
51533,Bro013-c0_1557860_1558340,f,Bro013-c0,me013,Bro013,uh ==,3,51533
51548,Bro013-c1_1649740_1651110,f,Bro013-c1,me006,Bro013,and um ==,3,51548
51551,Bro013-c1_1656070_1656730,f,Bro013-c1,me006,Bro013,um ==,3,51551
51555,Bro013-c1_1684040_1685380,f,Bro013-c1,me006,Bro013,so um ==,3,51555
51556,Bro013-c1_1685470_1685630,f,Bro013-c1,me006,Bro013,yeah .,3,51556
51560,Bro013-c3_1693000_1693410,f,Bro013-c3,me026,Bro013,okay .,3,51560
51561,Bro013-c3_1693410_1693840,f,Bro013-c3,me026,Bro013,and ==,3,51561
51562,Bro013-c3_1693850_1694340,f,Bro013-c3,me026,Bro013,um ==,3,51562
51564,Bro013-c3_1698310_1699170,f,Bro013-c3,me026,Bro013,and um ==,3,51564
51595,Bro013-c3_1851050_1851420,f,Bro013-c3,me026,Bro013,um ==,3,51595
51597,Bro013-c3_1857290_1859100,f,Bro013-c3,me026,Bro013,um - and um ==,3,51597
51605,Bro013-c0_1899340_1899760,f,Bro013-c0,me013,Bro013,okay .,3,51605
51610,Bro013-c3_1958930_1959290,f,Bro013-c3,me026,Bro013,um ==,3,51610
51611,Bro013-c3_1959820_1960980,f,Bro013-c3,me026,Bro013,s- - so um ==,3,51611
51622,Bro013-c5_1976690_1976900,f,Bro013-c5,mn007,Bro013,but ==,3,51622
51627,Bro013-c5_1984420_1984550,f,Bro013-c5,mn007,Bro013,or ==,3,51627
51657,Bro013-c3_2026740_2027120,f,Bro013-c3,me026,Bro013,okay .,3,51657
51661,Bro013-c5_2033210_2033610,f,Bro013-c5,mn007,Bro013,so ==,3,51661
51669,Bro013-c0_2043830_2044010,f,Bro013-c0,me013,Bro013,yeah .,3,51669
51673,Bro013-c0_2046520_2046810,f,Bro013-c0,me013,Bro013,okay .,3,51673
51684,Bro013-c0_2119960_2122000,f,Bro013-c0,me013,Bro013,so it's - so - so uh ==,3,51684
51694,Bro015-c3_0004320_0005040,f,Bro015-c3,me013,Bro015,uh all right .,3,51694
51703,Bro015-c3_0056530_0059004,f,Bro015-c3,me013,Bro015,so so ==,3,51703
51719,Bro015-c3_0091096_0091346,f,Bro015-c3,me013,Bro015,so ==,3,51719
51722,Bro015-c3_0095716_0096416,f,Bro015-c3,me013,Bro015,but uh ==,3,51722
51724,Bro015-c2_0105850_0106000,f,Bro015-c2,mn007,Bro015,oh yeah .,3,51724
51726,Bro015-c2_0111750_0112450,f,Bro015-c2,mn007,Bro015,um ==,3,51726
51738,Bro015-c2_0154310_0155530,f,Bro015-c2,mn007,Bro015,um ==,3,51738
51743,Bro015-c2_0174290_0175220,f,Bro015-c2,mn007,Bro015,um ==,3,51743
51754,Bro015-c2_0192682_0192952,f,Bro015-c2,mn007,Bro015,yeah .,3,51754
51756,Bro015-c2_0194525_0194795,f,Bro015-c2,mn007,Bro015,yeah .,3,51756
51759,Bro015-c2_0210611_0211611,f,Bro015-c2,mn007,Bro015,um ==,3,51759
51765,Bro015-c3_0237495_0237945,f,Bro015-c3,me013,Bro015,and ==,3,51765
51767,Bro015-c2_0241890_0242510,f,Bro015-c2,mn007,Bro015,uh ==,3,51767
51784,Bro015-c0_0293270_0293630,f,Bro015-c0,me018,Bro015,uh ==,3,51784
51794,Bro015-c3_0307860_0308440,f,Bro015-c3,me013,Bro015,okay .,3,51794
51795,Bro015-c3_0308530_0309350,f,Bro015-c3,me013,Bro015,uh ==,3,51795
51802,Bro015-c2_0322359_0323109,f,Bro015-c2,mn007,Bro015,um .,3,51802
51817,Bro015-c2_0357855_0358415,f,Bro015-c2,mn007,Bro015,uh ==,3,51817
51820,Bro015-c2_0364125_0365965,f,Bro015-c2,mn007,Bro015,so um ==,3,51820
51828,Bro015-c2_0390390_0390570,f,Bro015-c2,mn007,Bro015,so ==,3,51828
51829,Bro015-c2_0391844_0393514,f,Bro015-c2,mn007,Bro015,um .,3,51829
51830,Bro015-c2_0394407_0394627,f,Bro015-c2,mn007,Bro015,yeah .,3,51830
51833,Bro015-c3_0402716_0403176,f,Bro015-c3,me013,Bro015,okay .,3,51833
51834,Bro015-c3_0403176_0403606,f,Bro015-c3,me013,Bro015,well ==,3,51834
51836,Bro015-c3_0406193_0406413,f,Bro015-c3,me013,Bro015,yeah .,3,51836
51841,Bro015-c2_0427343_0428523,f,Bro015-c2,mn007,Bro015,and ==,3,51841
51842,Bro015-c2_0430250_0430470,f,Bro015-c2,mn007,Bro015,yeah .,3,51842
51846,Bro015-c3_0438322_0439922,f,Bro015-c3,me013,Bro015,um okay .,3,51846
51859,Bro015-c3_0459840_0462160,f,Bro015-c3,me013,Bro015,uh um ==,3,51859
51869,Bro015-c1_0504428_0505028,f,Bro015-c1,me026,Bro015,um .,3,51869
51885,Bro015-c2_0580950_0581820,f,Bro015-c2,mn007,Bro015,um ==,3,51885
51898,Bro015-c0_0613120_0614420,f,Bro015-c0,me018,Bro015,and um ==,3,51898
51902,Bro015-c0_0642480_0642930,f,Bro015-c0,me018,Bro015,um ==,3,51902
51906,Bro015-c2_0651420_0651940,f,Bro015-c2,mn007,Bro015,uh ==,3,51906
51915,Bro015-c0_0671130_0671520,f,Bro015-c0,me018,Bro015,oh okay .,3,51915
51917,Bro015-c2_0673230_0673840,f,Bro015-c2,mn007,Bro015,so and ==,3,51917
51927,Bro015-c3_0711663_0712093,f,Bro015-c3,me013,Bro015,um ==,3,51927
51928,Bro015-c3_0713460_0713920,f,Bro015-c3,me013,Bro015,let's see .,3,51928
51958,Bro016-c4_0016897_0017907,f,Bro016-c4,me013,Bro016,and um ==,3,51958
51965,Bro016-c4_0031547_0031917,f,Bro016-c4,me013,Bro016,so ==,3,51965
51968,Bro016-c4_0035184_0035624,f,Bro016-c4,me013,Bro016,um ==,3,51968
51972,Bro016-c5_0054694_0055014,f,Bro016-c5,me018,Bro016,so ==,3,51972
51974,Bro016-c4_0057580_0058520,f,Bro016-c4,me013,Bro016,um ==,3,51974
51978,Bro016-c5_0068449_0070009,f,Bro016-c5,me018,Bro016,um ==,3,51978
51985,Bro016-c5_0095515_0096595,f,Bro016-c5,me018,Bro016,and um ==,3,51985
51988,Bro016-c5_0102819_0103189,f,Bro016-c5,me018,Bro016,um ==,3,51988
51992,Bro016-c5_0112815_0113305,f,Bro016-c5,me018,Bro016,and uh ==,3,51992
52009,Bro016-c4_0171873_0172923,f,Bro016-c4,me013,Bro016,but um ==,3,52009
52017,Bro016-c4_0195511_0195941,f,Bro016-c4,me013,Bro016,so ==,3,52017
52024,Bro016-c4_0233117_0233767,f,Bro016-c4,me013,Bro016,so ==,3,52024
52033,Bro016-c4_0262973_0263623,f,Bro016-c4,me013,Bro016,um ==,3,52033
52037,Bro016-c4_0272552_0273102,f,Bro016-c4,me013,Bro016,um ==,3,52037
52046,Bro016-c5_0302287_0303197,f,Bro016-c5,me018,Bro016,um ==,3,52046
52051,Bro016-c5_0311246_0311846,f,Bro016-c5,me018,Bro016,um ==,3,52051
52054,Bro016-c5_0319300_0320060,f,Bro016-c5,me018,Bro016,um ==,3,52054
52056,Bro016-c5_0325017_0325627,f,Bro016-c5,me018,Bro016,uh ==,3,52056
52061,Bro016-c5_0333160_0333630,f,Bro016-c5,me018,Bro016,so ==,3,52061
52066,Bro016-c4_0337271_0337931,f,Bro016-c4,me013,Bro016,so ==,3,52066
52069,Bro016-c4_0340344_0341584,f,Bro016-c4,me013,Bro016,and um ==,3,52069
52070,Bro016-c4_0343808_0343968,f,Bro016-c4,me013,Bro016,yeah .,3,52070
52073,Bro016-c4_0350618_0350838,f,Bro016-c4,me013,Bro016,but ==,3,52073
52101,Bro016-c4_0420638_0421578,f,Bro016-c4,me013,Bro016,well um ==,3,52101
52102,Bro016-c4_0422681_0423201,f,Bro016-c4,me013,Bro016,uh ==,3,52102
52114,Bro016-c4_0457489_0458029,f,Bro016-c4,me013,Bro016,um ==,3,52114
52130,Bro016-c4_0487555_0488625,f,Bro016-c4,me013,Bro016,so um ==,3,52130
52153,Bro016-c1_0526750_0527000,f,Bro016-c1,mn007,Bro016,yeah .,3,52153
52155,Bro016-c1_0528220_0528290,f,Bro016-c1,mn007,Bro016,yeah .,3,52155
52176,Bro016-c5_0575268_0575438,f,Bro016-c5,me018,Bro016,so ==,3,52176
52181,Bro016-c4_0580227_0580427,f,Bro016-c4,me013,Bro016,yeah .,3,52181
52192,Bro016-c4_0603780_0603940,f,Bro016-c4,me013,Bro016,but ==,3,52192
52193,Bro016-c4_0604788_0605458,f,Bro016-c4,me013,Bro016,uh ==,3,52193
52194,Bro016-c4_0605938_0606298,f,Bro016-c4,me013,Bro016,um ==,3,52194
52196,Bro016-c4_0617783_0618183,f,Bro016-c4,me013,Bro016,so ==,3,52196
52197,Bro016-c4_0618906_0619446,f,Bro016-c4,me013,Bro016,um ==,3,52197
52198,Bro016-c4_0620457_0621157,f,Bro016-c4,me013,Bro016,um ==,3,52198
52201,Bro016-c4_0627191_0627611,f,Bro016-c4,me013,Bro016,um ==,3,52201
52205,Bro016-c4_0647662_0648322,f,Bro016-c4,me013,Bro016,uh ==,3,52205
52214,Bro016-c4_0682603_0682863,f,Bro016-c4,me013,Bro016,but ==,3,52214
52238,Bro016-c4_0760114_0760654,f,Bro016-c4,me013,Bro016,um ==,3,52238
52239,Bro016-c4_0760744_0761374,f,Bro016-c4,me013,Bro016,so ==,3,52239
52240,Bro016-c4_0762510_0762540,f,Bro016-c4,me013,Bro016,uh ==,3,52240
52248,Bro016-c4_0771680_0772060,f,Bro016-c4,me013,Bro016,you know .,3,52248
52269,Bro016-c4_0830884_0831174,f,Bro016-c4,me013,Bro016,so ==,3,52269
52270,Bro016-c4_0834838_0835218,f,Bro016-c4,me013,Bro016,okay .,3,52270
52271,Bro016-c4_0836850_0837940,f,Bro016-c4,me013,Bro016,so uh ==,3,52271
52273,Bro016-c1_0841117_0841867,f,Bro016-c1,mn007,Bro016,uh ==,3,52273
52276,Bro016-c1_0846751_0847261,f,Bro016-c1,mn007,Bro016,um .,3,52276
52281,Bro016-c1_0857646_0858726,f,Bro016-c1,mn007,Bro016,huh .,3,52281
52283,Bro016-c1_0864977_0865847,f,Bro016-c1,mn007,Bro016,and - and ==,3,52283
52284,Bro016-c1_0866147_0866257,f,Bro016-c1,mn007,Bro016,yeah .,3,52284
52288,Bro016-c1_0873652_0875252,f,Bro016-c1,mn007,Bro016,um ==,3,52288
52290,Bro016-c1_0875932_0876022,f,Bro016-c1,mn007,Bro016,uhhuh .,3,52290
52295,Bro016-c5_0884210_0884300,f,Bro016-c5,me018,Bro016,yeah .,3,52295
52298,Bro016-c5_0890798_0891458,f,Bro016-c5,me018,Bro016,uh ==,3,52298
52312,Bro016-c4_0935866_0936286,f,Bro016-c4,me013,Bro016,so ==,3,52312
52317,Bro016-c2_0943643_0943893,f,Bro016-c2,fn002,Bro016,and ==,3,52317
52327,Bro016-c4_0963551_0964141,f,Bro016-c4,me013,Bro016,so b- - so ==,3,52327
52329,Bro016-c4_0964141_0964351,f,Bro016-c4,me013,Bro016,yeah .,3,52329
52334,Bro016-c1_0980591_0980791,f,Bro016-c1,mn007,Bro016,uh ==,3,52334
52338,Bro016-c1_0988449_0989849,f,Bro016-c1,mn007,Bro016,and ==,3,52338
52353,Bro016-c4_1002790_1003090,f,Bro016-c4,me013,Bro016,okay .,3,52353
52361,Bro016-c4_1023980_1025220,f,Bro016-c4,me013,Bro016,and um ==,3,52361
52382,Bro016-c1_1074610_1075520,f,Bro016-c1,mn007,Bro016,um ==,3,52382
52390,Bro016-c1_1082790_1083060,f,Bro016-c1,mn007,Bro016,well ==,3,52390
52396,Bro016-c1_1096080_1096950,f,Bro016-c1,mn007,Bro016,uh ==,3,52396
52397,Bro016-c5_1097100_1097280,f,Bro016-c5,me018,Bro016,or ==,3,52397
52405,Bro016-c1_1116210_1116610,f,Bro016-c1,mn007,Bro016,but anyway .,3,52405
52406,Bro016-c1_1118270_1118690,f,Bro016-c1,mn007,Bro016,um ==,3,52406
52407,Bro016-c1_1119170_1119570,f,Bro016-c1,mn007,Bro016,yeah yeah .,3,52407
52409,Bro016-c1_1124420_1125260,f,Bro016-c1,mn007,Bro016,and so ==,3,52409
52411,Bro016-c1_1131450_1132330,f,Bro016-c1,mn007,Bro016,um ==,3,52411
52417,Bro016-c1_1158220_1158480,f,Bro016-c1,mn007,Bro016,so ==,3,52417
52419,Bro016-c1_1163700_1165190,f,Bro016-c1,mn007,Bro016,um ==,3,52419
52423,Bro016-c1_1178330_1178740,f,Bro016-c1,mn007,Bro016,uh ==,3,52423
52424,Bro016-c1_1179270_1179480,f,Bro016-c1,mn007,Bro016,well ==,3,52424
