,speaker,content,block,session,labels,labels_h
12727,Will, Yeah.,3,6,2,backchannel
12728,Oleg, So what? //Can this be…,3,6,4,question
12729,Will, //I had to make the calculation and then put it in there.,3,6,0,statement
12730,Oleg, Can we confirm?,3,6,4,question
12731,Ashley," Yes, I think we can.",3,6,0,statement
12732,Oleg, Everyone has entered.,3,6,0,statement
12733,Ashley," Everything is there already, so…",3,6,0,statement
12734,Oleg, Yes.,3,6,0,statement
12735,Ashley, Yes.,3,6,0,statement
12736,Oleg, I am putting it in. I will not block anyone?,3,6,4,question
12737,Ashley, No.,3,6,0,statement
12738,Oleg, Yes. Darn!,3,6,0,statement
12739,Salah, They signed off. You also?,3,6,4,question
12740,Ashley," [SL] We can, too. Oh, it didn’t get through?",3,6,0,statement
12741,Oleg, Why isn’t anyone giving anything?,3,6,4,question
12742,Ashley, [UI],3,6,0,statement
12743,Oleg," [UI]. Oh, Salya…",3,6,0,statement
12744,Salah, Hm?,3,6,4,question
12745,Ashley, I don’t know where mine is.,3,6,0,statement
12746,Oleg," There, we have everything.",3,6,0,statement
12747,Salah, Why is it not clicking?,3,6,4,question
12748,Oleg," Oh, the meteorologist is slow again.",3,6,0,statement
12749,Ashley, Okay.,3,6,0,statement
12750,Oleg," So…fuel engineer, we have it here. Material we have.",3,6,0,statement
12751,Ashley, I had to do mine three times too.,3,6,0,statement
12752,Salah, Why is it not clicking?,3,6,4,question
12753,Ashley, Hmm…,3,6,2,backchannel
12754,Will, I see you…Just…,3,6,0,statement
12755,Salah, See?,3,6,4,question
12756,Will," Yeah, click it. Yes. Don’t touch it.",3,6,0,statement
12757,Ashley, Now it works.,3,6,0,statement
12758,Salah, Now it works. Fifth time.,3,6,0,statement
12759,Ashley, Yeah.,3,6,2,backchannel
12760,Ashley, Where is my maintenance specialist?,3,6,4,question
12761,Ashley, I’m literarily waiting for my maintenance specialist.,3,6,0,statement
12762,Salah, Hm.,3,6,0,statement
12763,Ashley, Okay. I need to Sign off.,3,6,0,statement
12764,Will, Mhm. We just need maintenance and then we’re good to go.,3,6,0,statement
12765,Ashley," So, I’m going to [UI]",3,6,0,statement
12766,Will, Press that “Like”.,3,6,0,statement
12767,Oleg," Chickened out, didn’t you?",3,6,4,question
12768,Salah, Where is this going? Maintenance specialist.,3,6,4,question
12769,Vika, Interesting.,3,6,0,statement
12770,Salah, Where is this guy?,3,6,4,question
12771,Vika, Okay.,3,6,0,statement
12772,Oleg, Damn.,3,6,0,statement
12773,Salah, [SL] What is it? I will write to them.,3,6,0,statement
12774,Ashley, Are we still waiting for them?,3,6,4,question
12775,Vika, Yes.,3,6,0,statement
12776,Will, Mhm.,3,6,0,statement
12777,Vika," No, we are waiting for you.",3,6,0,statement
12778,Salah, “We are waiting for you. Can you //[UI],3,6,0,statement
12779,Ashley," //Be, like, “[SL] Add maintenance specialist [UI]",3,6,0,statement
12780,Will, They are probably smashing them right now. Let’s see here. Robotics…,3,6,0,statement
12781,Ashley, That’s my own team member.,3,6,0,statement
12782,Vika, Mhm.,3,6,0,statement
12783,Will," Oh, specimen factors…",3,6,0,statement
12784,Vika, I know who I will mention in today’s questionnaire. Mhm-mm.,3,6,0,statement
12785,Will," Come on, maintenance! Where you at, boy?",3,6,4,question
12786,Ashley, We still have the Relay task.,3,6,0,statement
12787,Vika," Maybe, we can start the next thing? Oh no, we should still do some questionnaire.",3,6,4,question
12788,Ashley, Yeah.,3,6,2,backchannel
12789,Will, Mhm.,3,6,0,statement
12790,Ashley," Can we start the questionnaire, maybe?",3,6,4,question
12791,Vika, Let’s do that.,3,6,0,statement
12792,Ashley, DeChurch nine. Shall we start?,3,6,4,question
12793,Vika, Let’s start.,3,6,0,statement
12794,Will, Just don’t close the camera.,3,6,0,statement
12795,Vika, Hm. DeChurch…,3,6,0,statement
12796,Will," Nine, is it?",3,6,4,question
12797,Vika, Mhm.,3,6,0,statement
12798,Salah, We close the camera?,3,6,4,question
12799,Ashley, No.,3,6,0,statement
12800,Vika," No,",3,6,0,statement
12801,Will, No.,3,6,0,statement
12802,Salah, Why did you close it?,3,6,4,question
12803,Ashley, I didn’t close it.,3,6,0,statement
12804,Salah, You closed it.,3,6,0,statement
12805,Ashley, I did not close it. It’s still there.,3,6,0,statement
12806,Salah, What is the time?,3,6,4,question
12807,Will, Oh!,3,6,0,statement
12808,Ashley," I have two different ones. I closed it earlier, remember?",3,6,4,question
12809,Salah, Okay.,3,6,0,statement
12810,Ashley," So, this one is at forty-one minutes.",3,6,0,statement
12811,Salah," Ah, okay. I thought the time is here.",3,6,0,statement
12812,Ashley, Alright. I’m doing my survey.,3,6,0,statement
12813,Will, No news from them.,3,6,0,statement
12814,Vika, Hm?,3,6,4,question
12815,Ashley, Alright. DeChurch nine. Let’s go. …Maybe they are all on Relay task and are waiting for us.,3,6,0,statement
12816,Oleg, Did we decide not to wait?,3,6,4,question
12817,Ashley, [UI],3,6,0,statement
12818,Salah, [UI],3,6,0,statement
12819,Ashley, What? Oh…,3,6,4,question
12820,Ashley," Wait, what are you doing? No. It’s DeChurch nine right now.",3,6,4,question
12821,Vika, Who is Salya in Russian? Operations? Materials? Material specialist? Okay.,3,6,4,question
12822,Will," I guess…Yeah, let’s do this and then just open up the other one. Okay.",3,6,0,statement
12823,Oleg," The tenth too, yes?",3,6,4,question
12824,Ashley, DeChurch nine. Mhm.,3,6,0,statement
12825,Oleg," No, ten.",3,6,0,statement
12826,Ashley, Nine first.,3,6,0,statement
12827,Will, [UI],3,6,0,statement
12828,Ashley, Ten.,3,6,0,statement
12829,Oleg, I’ve done everything.,3,6,0,statement
12830,Ashley, What? Ten after the Relay task.,3,6,4,question
12831,Oleg," Yes, okay. This should have been done after it, too.",3,6,0,statement
12832,Vika, Back [UI]. To the question “Who didn’t you like?” I would say the guy that did not mark it.,3,6,0,statement
12833,Will, What?,3,6,4,question
12834,Vika, There is a question “Who didn’t you like?”. I should have said the guy that did not put a check mark.,3,6,4,question
12835,Oleg," Vika, you had it right in Russian – is it geology or…",3,6,0,statement
12836,Vika," Yes, geologist.",3,6,0,statement
12837,Oleg, Geologist.,3,6,0,statement
12838,Will," Mhm. Okay, yeah. They just said that they are not able to get the maintenance specialist to sign off. Something is wrong with it. And…so they are gonna screenshot all the data, and then put it in later. But yeah…So, we just should do our survey and then we’ll go to the Relay task.",3,6,0,statement
12839,Vika, Okay.,3,6,0,statement
12840,Vika, What are these noises? Such strange noises.,3,6,4,question
12841,Oleg, It’s the cargo carrier docking.,3,6,0,statement
12842,Ashley, Okay.,3,6,0,statement
12843,Oleg, I’d love some coffee now.,3,6,0,statement
12844,Ashley, Mhm.,3,6,0,statement
12845,Vika, I would go for a swim in coffee.,3,6,0,statement
12846,Oleg," Damn, it’s something else there. These…",3,6,0,statement
12847,Vika, Do you want me to do it for you?,3,6,4,question
12848,Oleg, Are you done?,3,6,4,question
12849,Vika, Yes. Please don’t beat me up.,3,6,0,statement
12850,Ashley, I’m done too. Have you finished yet?,3,6,4,question
12851,Vika, Mhm.,3,6,0,statement
12852,Oleg, There’s an end there. The most important thing for me is to understand.,3,6,0,statement
12853,Vika, We all have an end.,3,6,0,statement
12854,Oleg, I think the questionnaires are endless.,3,6,0,statement
12855,Oleg," People don’t live that long, damn. …it’s just [UI]. Read the same questionnaires and look for some meaning in them.",3,6,0,statement
12856,Oleg, It’s just the first one. How many sections are there?,3,6,4,question
12857,Vika," Five. I’m kidding, Oleg. Fill it out, fill it out.",3,6,0,statement
12858,Oleg," Is there an end to it, do you know?",3,6,4,question
12859,Ashley, God…,3,6,0,statement
12860,Salah, DeChurch ten we do it after the second?,3,6,4,question
12861,Ashley, Mhm.,3,6,0,statement
12862,Will, Mhm.,3,6,0,statement
12863,Salah," Should we log out, Will?",4,6,4,question
12864,Will," No, you’re gonna…once you’re done with the survey, you’re gonna have to…I mean, you can keep that open or not keep it. It doesn’t matter.",4,6,0,statement
12865,Ashley, He means Project RED.,4,6,0,statement
12866,Salah, No. Project RED.,4,6,0,statement
12867,Will, Yeah. That’s what I’m saying. You can keep it or not keep it. It doesn’t matter. What matters is opening the other one – Project RED Design. Not Design –// Relay.,4,6,0,statement
12868,Ashley, //Relay.,4,6,0,statement
12869,Vika," Oh, I can’t get up.",4,6,0,statement
12870,Vika," Oh. Oh. Oh, poor old grandma.",4,6,0,statement
12871,Salah," Until you finish, and we come back.",4,6,0,statement
12872,Oleg, Which one are you? The ninth or the tenth?,4,6,4,question
12873,Ashley, What?,4,6,4,question
12874,Oleg, You are doing,4,6,0,statement
12875,Ashley, The ninth. The tenth should be done after the Relay.,4,6,0,statement
12876,Oleg, Okay. I did this one at least.,4,6,0,statement
12877,Oleg, [UI],4,6,0,statement
12878,Ashley, Oh my God!,4,6,0,statement
12879,Oleg, What?,4,6,4,question
12880,Ashley, Holy shit! There is…,4,6,0,statement
12881,Oleg, Have you done it?,4,6,4,question
12882,Ashley, No! I haven’t even done 50%.,4,6,0,statement
12883,Will," I’m on the half of mine now, but I feel like it speed up after that.",4,6,0,statement
12884,Ashley, Does it?,4,6,4,question
12885,Will, If I remember correctly.,4,6,0,statement
12886,Oleg, What section are you doing?,4,6,4,question
12887,Ashley, Just now [UI] only started.,4,6,0,statement
12888,Oleg," Oh…Well, it’s the end already.",4,6,0,statement
12889,Ashley, [UI],4,6,0,statement
12890,Oleg, Will survive.,4,6,0,statement
12891,Oleg, Keep working.,4,6,0,statement
12892,Ashley, How can I be working if I have…[UI],4,6,0,statement
12893,Oleg," I don’t understand, are we waiting for something for the Project itself?",4,6,4,question
12894,Ashley, [UI],4,6,0,statement
12895,Oleg, They all…Only the maintenance specialist didn’t mark…,4,6,0,statement
12896,Will," For some reason, they were unable to do it. They didn’t say what had happened, but…",4,6,0,statement
12897,Oleg," Oh, they’ve written to you, yes?",4,6,4,question
12898,Will, Mhm.,4,6,0,statement
12899,Ashley, [UI],4,6,0,statement
12900,Will, They will…they’ll take screenshots of everything. We won’t need to think what’s there.,4,6,0,statement
12901,Oleg," So, it turns out that one specialist isn’t there, and they cannot close the program. It’s annoying. The whole project is gone.",4,6,0,statement
12902,Will," Well, they got the information after all. They can put it in the system.",4,6,0,statement
12903,Oleg, Are we moving on to the second phase?,4,6,4,question
12904,Will," Okay, okay. Excellent. There.",4,6,0,statement
12905,Legen,,0,12,0,statement
12906,Will, Camera recording.,0,12,0,statement
12907,Oleg, There.,0,12,0,statement
12908,Ashley, Everyone?,0,12,4,question
12909,Will, Yep.,0,12,2,backchannel
12910,Ashley, Alright.,0,12,0,statement
12911,Salah, Yep.,0,12,2,backchannel
12912,Ashley," Today is March 29, 2022. It’s mission day 145. The time is 2:39PM. Three, two, one. //Mark.",0,12,0,statement
12913,All, //Mark.,0,12,0,statement
12914,Oleg, Mark.,0,12,0,statement
12915,Will, Okay. Sixteen twenty-one. Sixteen twenty-one.,0,12,0,statement
12916,Oleg," And look at sixteen forty, too.",0,12,0,statement
12917,Salah, Who said sixteen twenty?,0,12,4,question
12918,Will, Sixteen twenty-one. I said. I said.,0,12,0,statement
12919,Salah, Mhm.,0,12,0,statement
12920,Vika, Yuck.,0,12,0,statement
12921,Salah, Sixteen,0,12,0,statement
12922,Will, Twenty-one…,0,12,0,statement
12923,Vika, What is this?,0,12,4,question
12924,Ashley, Mediocre for me.,0,12,0,statement
12925,Vika, Mine doesn’t want.,0,12,0,statement
12926,Oleg," A bit deep, of course, but…",0,12,0,statement
12927,Ashley," It could work, but, mediocre.",0,12,0,statement
12928,Will, Okay.,0,12,0,statement
12929,Vika, I am rebooting because I am having problems.,0,12,0,statement
12930,Oleg," Look at sixteen forty too, just in case,",0,12,0,statement
12931,Ashley, Sixteen forty?,0,12,4,question
12932,Will, Sixteen forty?,0,12,4,question
12933,Oleg, Yes.,0,12,0,statement
12934,Ashley," Oh, that…that’s pretty good.",0,12,0,statement
12935,Will, No water.,0,12,0,statement
12936,Salah, Sixteen…,0,12,0,statement
12937,Will, Without water.,0,12,0,statement
12938,Ashley, Oh. Without water. Never mind.,0,12,0,statement
12939,Salah, Check…,0,12,0,statement
12940,Vika, It’s not working for me.,0,12,0,statement
12941,Salah," Thirty-eight…no, this is…",0,12,0,statement
12942,Oleg, Okay.,0,12,0,statement
12943,Vika, I’ve already done this.,0,12,0,statement
12944,Will, Do it again.,0,12,0,statement
12945,Vika," Okay, okay.",0,12,0,statement
12946,Oleg," It’s…everything. Okay. Salah, and the fact that the depth…depth…",0,12,0,statement
12947,Salah, What is it?,0,12,4,question
12948,Oleg:,  One thousand. It’s sixteen twenty-one. The depth is one thousand two hundred – is it okay for you?,0,12,4,question
12949,Salah, It’s okay.,0,12,0,statement
12950,Vika, There’s nothing.,0,12,0,statement
12951,Salah, Check eighteen thirty-seven.,0,12,0,statement
12952,Ashley, Eighteen thirty-seven.,0,12,0,statement
12953,Will, Not great but it’s got some water.,0,12,0,statement
12954,Ashley," I mean, yeah, it’s alright for me…What do you guys think about eleven forty-six?",0,12,4,question
12955,Ashley, Eleven forty-six.,0,12,0,statement
12956,Will, One minute.,0,12,0,statement
12957,Vika, I’ve rebooted and still I can’t log in. I am rebooting the computer.,0,12,0,statement
12958,Salah, Okay.,0,12,0,statement
12959,Ashley, You like it? It’s okay?,0,12,4,question
12960,Ashley, //Eleven…,0,12,0,statement
12961,Oleg, //There will be great losses.,0,12,0,statement
12962,Ashley, Ah.,0,12,0,statement
12963,Oleg," Well, if there’s a lot of water, it’s possible.",0,12,0,statement
12964,Ashley, Okay.,0,12,0,statement
12965,Oleg, I have losses…,0,12,0,statement
12966,Will, Which one?,0,12,4,question
12967,Ashley, Eleven forty-six.,0,12,0,statement
12968,Will, Eleven forty-six …Not so much water.,0,12,0,statement
12969,Ashley, Mhm.,0,12,0,statement
12970,Will, But there is some.,0,12,0,statement
12971,Oleg, There will be 60% loss.,0,12,0,statement
12972,Will," There is 80% loss here, on my end of things, too. So, there’s very little.",0,12,0,statement
12973,Oleg, Your point doesn’t work.,0,12,0,statement
12974,Ashley," Okay, okay.",0,12,0,statement
12975,Vika, Boo.,0,12,0,statement
12976,Oleg, [SL] Remove it.,0,12,0,statement
12977,Ashley, I’ll find a different one.,0,12,0,statement
12978,Vika, [UI],0,12,0,statement
12979,Oleg," Last time, it worked for you more or less.",0,12,0,statement
12980,Ashley, Yes.,0,12,0,statement
12981,Salah, Thirty twenty-eight.,0,12,0,statement
12982,Will, Okay. They are saying forty-three twenty.,0,12,0,statement
12983,Ashley," I liked yours, by the way.",0,12,0,statement
12984,Salah, Okay?,0,12,4,question
12985,Ashley," Forty-three twenty? //So, they are saying forty-three twenty. Okay.",0,12,4,question
12986,Will, //And thirty-five forty-four.,0,12,0,statement
12987,Ashley," And what else? What was the second one you said, Will?",0,12,4,question
12988,Will, Hold on.,0,12,0,statement
12989,Oleg," Oh, no. No, no, no.",0,12,0,statement
12990,Will, Forty-three twenty and thirty-five forty-four.,0,12,0,statement
12991,Oleg," Forty-three twenty – it’s very dirty. That is, the loss will be phenomenal.",0,12,0,statement
12992,Vika, Phenomenal.,0,12,0,statement
12993,Salah," So, Oleg said “No”.",0,12,0,statement
12994,Ashley, For forty-three twenty.,0,12,0,statement
12995,Salah, Yeah.,0,12,2,backchannel
12996,Ashley, But…,0,12,3,follow-me
12997,Salah, What’s the other one?,0,12,4,question
12998,Ashley, Thirty-five forty-four? Right?,0,12,4,question
12999,Will, Yes.,0,12,0,statement
13000,Ashley," Oh! That’s a nice one, actually. It’s not bad. Reaching eight thousand five hundred people. That is massive. That is a lot.",0,12,0,statement
13001,Will," Yeah, but there is 95% water loss.",0,12,0,statement
13002,Salah, It’s good for me.,0,12,0,statement
13003,Ashley, What about the one that Salah had said earlier? Thirty twenty-eight. What did you say about that?,0,12,4,question
13004,Will, I didn’t check that one yet.,0,12,0,statement
13005,Salah," Thirty twenty-eight, huh?",0,12,4,question
13006,Vika," Twenty-one sixteen, yes? Did we start with that?",0,12,4,question
13007,Oleg," Sixteen twenty-one. And, if possible, look at forty-five forty.",0,12,0,statement
13008,Ashley, Forty-five forty.,0,12,0,statement
13009,Salah, Will.,0,12,0,statement
13010,Will, Yeah.,0,12,2,backchannel
13011,Salah, You still calculating?,0,12,4,question
13012,Will," No, I’m answering stuff.",0,12,0,statement
13013,Vika," No, it doesn’t work.",0,12,0,statement
13014,Salah," Which one, Vika?",0,12,4,question
13015,Ashley, She is having issues with her interface.,0,12,0,statement
13016,Oleg, Do you have //[UI]?,0,12,0,statement
13017,Salah, //Camera?,0,12,4,question
13018,Ashley," For you…no, it’s her interface. It’s not working.",0,12,0,statement
13019,Oleg, Yes.,0,12,0,statement
13020,Ashley, She is not able to click on points.,0,12,0,statement
13021,Salah, Mhm.,0,12,0,statement
13022,Ashley," It’s even okay. Not the best, but okay.",0,12,0,statement
13023,Oleg," Well, I hope that...",0,12,0,statement
13024,Ashley, Maybe.,0,12,0,statement
13025,Oleg," If there’s water there, then…Help yourself.",0,12,0,statement
13026,Will," Okay, what was the one, Salah?",0,12,4,question
13027,Salah, Thirty twenty-eight.,0,12,0,statement
13028,Will, No water.,0,12,0,statement
13029,Salah, I was waiting for you all the time.,0,12,0,statement
13030,Will," I mean, I’ve verified another one of your points.",0,12,0,statement
13031,Salah," Yeah. Okay, okay.",0,12,0,statement
13032,Oleg, Forty-five forty.,0,12,0,statement
13033,Will, Which one?,0,12,4,question
13034,Salah, //forty…,0,12,0,statement
13035,Oleg, //Forty-five…forty-five forty.,0,12,0,statement
13036,Salah, Okay.,0,12,0,statement
13037,Oleg, Forty-five forty.,0,12,0,statement
13038,Will," There’s water, but not very much.",0,12,0,statement
13039,Salah, //For me it’s good.,0,12,0,statement
13040,Vik,...It doesn’t work for me. Can I go home?,0,12,4,question
13041,Will, What isn’t working? …Wait here and just see if you can here…Just sit here.,0,12,4,question
13042,Oleg, Just sit for now.,0,12,0,statement
13043,Will," //A little bit, while…maybe, it’ll get downloaded.",0,12,0,statement
13044,Vika, I don’t object.,0,12,0,statement
13045,Oleg," Just doesn’t want to respond, yes?",0,12,4,question
13046,Salah, Someone hacked my account. See the writing?,0,12,4,question
13047,Ashley, What the freak?!,0,12,4,question
13048,Vika, What?,0,12,4,question
13049,Ashley," It’s like…he has chats here that are coming from the materials specialist, but he didn’t write them.",0,12,0,statement
13050,Will," Yeah sometimes it, like, its…it doesn’t load. You are actually reading somebody else…like another chat //that you are talking, but it’s just not displaying correctly.",0,12,0,statement
13051,Ashley, //It’s so weird.,0,12,0,statement
13052,Oleg, Sixteen sixteen.,0,12,0,statement
13053,Ashley, Sixteen what?,0,12,4,question
13054,Oleg, Sixteen sixteen.,0,12,0,statement
13055,Will, No water.,0,12,0,statement
13056,Ashley, Not even bother then.,0,12,0,statement
13057,Salah, Oleg is looking for unique numbers.,0,12,0,statement
13058,Oleg, Yes.,0,12,0,statement
13059,Will," Yeah, okay.",0,12,0,statement
13060,Will," We’ve checked forty-three twenty. It wasn’t good, was it?",0,12,4,question
13061,Oleg," Yes. Very dirty. …I, just, in this game I don’t understand why they gave the map if it was not connected to the relief.",0,12,0,statement
13062,Vika, I didn’t understand. What the fuck is this?,0,12,4,question
13063,Will, It is just a mistake.,0,12,0,statement
13064,Salah," What happened, Vika?",0,12,4,question
13065,Will, It’s doing the same thing it was doing for yours. It’s showing their own…,0,12,0,statement
13066,Ashley, What about ten forty-nine?,0,12,4,question
13067,Vika, Nothing. I can’t. I can’t check.,0,12,0,statement
13068,Oleg, Dirty.,0,12,0,statement
13069,Ashley, You didn’t even look.,0,12,0,statement
13070,Vika, Tell me what contamination we have there.,0,12,0,statement
13071,Ashley, Ten forty-nine. Please.,0,12,0,statement
13072,Oleg, Ten forty-nine?,0,12,4,question
13073,Ashley, Yes.,0,12,0,statement
13074,Salah, Fucking deep.,0,12,0,statement
13075,Will, No water.,0,12,0,statement
13076,Ashley, Alright! Alright! Alright! You guys still…,0,12,0,statement
13077,Will, Alright. They said…,0,12,0,statement
13078,Vika, Ha-ha.,0,12,0,statement
13079,Will, Thirty-three forty-seven.,0,12,0,statement
13080,Oleg, Wow! What’s the matter? It’s so deep!,0,12,4,question
13081,Will, Thirty-three forty-seven.,0,12,0,statement
13082,Ashley," Thirty-three forty-seven, you said?",0,12,4,question
13083,Will, Yeah.,0,12,2,backchannel
13084,Ashley," Okay. Okay, okay.",0,12,0,statement
13085,Oleg, Shoot! Only…,0,12,0,statement
13086,Ashley, Oh! I like it very much. But…,0,12,0,statement
13087,Oleg, Which one?,0,12,4,question
13088,Will, Thirty-three forty-seven.,0,12,0,statement
13089,Ashley, Okay. Not very much.,0,12,0,statement
13090,Salah, It’s too deep but look for thirty-three forty-six.,0,12,0,statement
13091,Will, One second.,0,12,0,statement
13092,Salah," The one below. See, see, see, Ash.",0,12,0,statement
13093,Oleg, o!,0,12,0,statement
13094,Ashley, The one right below?,0,12,4,question
13095,Salah," [SL] They said, //thirty-three forty-seven.",0,12,0,statement
13096,Oleg, //Very deep.,0,12,0,statement
13097,Vika, Oh! //Finally!,0,12,0,statement
13098,Ashley, //Uh-uh.,0,12,3,follow-me
13099,Salah, //Two thousand seven hundred.,0,12,0,statement
13100,Ashley," Uh-uh, and you said, forty-six?",0,12,4,question
13101,Salah, That one – seven hundred only.,0,12,0,statement
13102,Vika, Okay. I am in for it.,0,12,0,statement
13103,Ashley, I’m okay with that too.,0,12,0,statement
13104,Will, No water.,0,12,0,statement
13105,Vika, Sixteen twenty-one – okay.,0,12,0,statement
13106,Ashley, In which point? In his?,0,12,4,question
13107,Will, In his.,0,12,0,statement
13108,Ashley, What about theirs?,0,12,4,question
13109,Will, It’s 96% water loss. I just told them that.,0,12,0,statement
13110,Vika, What else do we need to check?,0,12,4,question
13111,Salah, Look for nine thirty-seven.,0,12,0,statement
13112,Vika, Mhm-m. High level of contamination.,0,12,0,statement
13113,Salah:,  Thirty-three thirty-three.,0,12,0,statement
13114,Ashley, Thirty-three thirty-three.,0,12,0,statement
13115,Vika, No!,0,12,0,statement
13116,Ashley, Twenty-seven forty-three.,0,12,0,statement
13117,Oleg, It doesn’t work.,0,12,0,statement
13118,Vika, Forty-three?,0,12,4,question
13119,Ashley, Yes.,0,12,0,statement
13120,Vika, Okay.,0,12,0,statement
13121,Ashley, Look at twenty-seven forty-three!,0,12,0,statement
13122,Vika," High level of contamination. What do you think, Oleg?",0,12,4,question
13123,Will, No water.,0,12,0,statement
13124,Vika, Hm.,0,12,0,statement
13125,Ashley," Okay, okay.",0,12,0,statement
13126,Vika, Sorry.,0,12,0,statement
13127,Oleg, It’s a nightmare! //Where did you find such water?,0,12,4,question
13128,Salah, //Check eleven twenty-one.,0,12,0,statement
13129,Vika, Hm?,0,12,4,question
13130,Oleg, //Not only do I…,0,12,0,statement
13131,Salah, //Eleven twenty-one.,0,12,0,statement
13132,Ashley, Eleven twenty-one.,0,12,0,statement
13133,Ashley," Not great, not great, not the best, not great.",0,12,0,statement
13134,Vika, Not bad.,0,12,0,statement
13135,Will," Not bad. It has water. It’s not great, but…",0,12,0,statement
13136,Ashley, Not my favorite.,0,12,0,statement
13137,Oleg, [UI],0,12,0,statement
13138,Oleg, Minimum 30% of losses.,0,12,0,statement
13139,Ashley, Thirty-one forty-one.,0,12,0,statement
13140,Vika," At least…why not, yes.",0,12,0,statement
13141,Oleg, Which one do you say? Thirty…,0,12,4,question
13142,Ashley, Thirty-one forty-one.,0,12,0,statement
13143,Will, There’s no water.,0,12,0,statement
13144,Oleg, I’m telling you there’s none.,0,12,0,statement
13145,Will," Okay. Alright, we have to stop looking at points soon. We have to come up…we have a couple that have water already. We need to decide on those.",0,12,0,statement
13146,Vika," Okay, which one?",0,12,4,question
13147,Will, One second.,0,12,0,statement
13148,Ashley," So, they are telling me that they are looking at thirty-one fifty and thirty-four forty-eight.",0,12,0,statement
13149,Will, Thirty-one fifty.,0,12,0,statement
13150,Ashley," Yes. So, they are now looking at thirty-one fifty – the first…well, at first. Oh, fucking survey.",0,12,0,statement
13151,Vika," Thirty-one fifty, yes?",0,12,4,question
13152,Ashley," Yes, thirty-one fifty.",0,12,0,statement
13153,Salah, [SL] Why are they getting them and I’m not?,0,12,0,statement
13154,Ashley, I don’t know!,0,12,0,statement
13155,Salah, Mhm.,0,12,0,statement
13156,Vika, Not bad actually.,0,12,0,statement
13157,Ashley, Oh!,0,12,0,statement
13158,Salah, Which one?,0,12,4,question
13159,Ashley," I said, thirty-one fifty. I can’t even check yet, because this…",0,12,0,statement
13160,Salah, Ashley can you see…I will write in the chat there after you finish.,0,12,0,statement
13161,Ashley, And I’ll see if I get it?,0,12,4,question
13162,Salah, Yeah.,0,12,2,backchannel
13163,Ashley, Okay.,0,12,0,statement
13164,Ashley, Just one second. Sorry.,0,12,0,statement
13165,Oleg," Thirty-seven and fifty, yes?",0,12,4,question
13166,Ashley, Darn! …Questionnaires…,0,12,0,statement
13167,Salah, There is something. Because even there is no Signoff.,0,12,0,statement
13168,Oleg, Why? Deep.,0,12,4,question
13169,Salah, I noticed.,0,12,0,statement
13170,Oleg," There’s a not of water, yes?",0,12,4,question
13171,Ashley," Oh, that’s weird.",0,12,0,statement
13172,Salah, Hm. Do you receive anything?,0,12,4,question
13173,Will," Well, //some water, but 96% losses.",0,12,0,statement
13174,Ashley, //I can’t even check yet because of this thing.,0,12,0,statement
13175,Oleg," Well, and it’s very deep.",0,12,0,statement
13176,Will," Yes, yes, yes.",0,12,0,statement
13177,Oleg," Here it’s even…well, and it’s also dirty.",0,12,0,statement
13178,Ashley," Okay, so…Oh, god…dang it!",0,12,0,statement
13179,Oleg, What broke down again?,0,12,4,question
13180,Ashley," Well, the questionnaires are bothering me.",0,12,0,statement
13181,Oleg, Answer them.,0,12,0,statement
13182,Salah, Should I log out?,0,12,4,question
13183,Ashley," Maybe. So, he //doesn’t even have the Signoff thing showing up on his…",0,12,0,statement
13184,Vika," //It’s okay, yes?",0,12,4,question
13185,Salah, Because I don’t think it will finish the //task because I can’t sign.,0,12,0,statement
13186,Vika, //Drag your mission…where?,0,12,4,question
13187,Ashley, Yeah. Maybe you should.,0,12,0,statement
13188,Will," Yes, it is just a mistake. [SL] Seven…",0,12,0,statement
13189,Vika, [SL] Lock?,0,12,0,statement
13190,Will," Maybe, they can’t see that it is you.",0,12,0,statement
13191,Vika, They can’t see me.,0,12,0,statement
13192,Oleg," Oh, Salah, this is a good one for you – twenty-one eleven.",0,12,0,statement
13193,Salah, Good?,0,12,4,question
13194,Oleg, It’ll be great for you.,0,12,0,statement
13195,Ashley," Okay. Oh, //God dang it!",0,12,0,statement
13196,Oleg, //Look at twenty-one eleven.,0,12,0,statement
13197,Salah, Twenty-one?,0,12,4,question
13198,Oleg, Eleven.,0,12,0,statement
13199,Salah, Okay.,0,12,0,statement
13200,Vika," Twenty-three forty-seven, what do we do? Signing – or not?",0,12,4,question
13201,Ashley," So, they…okay, did everyone look at what they said? About thirty-one fifty? Or not yet?",0,12,4,question
13202,Will, And what was the other one?,0,12,4,question
13203,Ashley, The other one they said was thirty-four forty-eight.,0,12,0,statement
13204,Vika, What about twenty-three forty-seven?,0,12,4,question
13205,Ashley, One sec. I just want to verify the ones that they suggested.,0,12,0,statement
13206,Will, A little bit better but still…,0,12,0,statement
13207,Ashley," So, thirty-one fifty is really good for me.",0,12,0,statement
13208,Salah, [SL] Did you check the chat?,0,12,0,statement
13209,Will, Thirty-one fifty has barely any water.,0,12,0,statement
13210,Ashley, Barely any water? Okay. And thirty-four forty-eight was…,0,12,4,question
13211,Will," It’s not a lot of water but …it has a lot of water available, but it’s got 89% loss. So, it’s like borderline for me.",0,12,0,statement
13212,Ashley," Okay. So, both of those are kind of borderline honestly.",0,12,0,statement
13213,Will, Yeah.,0,12,2,backchannel
